kind,probe,target,score
genuine,103_2.png,103_1.png,133.2272656553
genuine,103_2.png,103_4.png,40.7458742197
genuine,103_2.png,103_6.png,68.3972520590
genuine,103_2.png,103_7.png,108.9592959738
genuine,103_2.png,103_8.png,41.1395736635
genuine,103_3.png,103_1.png,50.3522132961
genuine,103_3.png,103_4.png,26.8735953037
genuine,103_3.png,103_6.png,13.5029330629
genuine,103_3.png,103_7.png,52.5625411636
genuine,103_3.png,103_8.png,55.2552027834
genuine,103_5.png,103_1.png,24.5573428282
genuine,103_5.png,103_4.png,9.2202438291
genuine,103_5.png,103_6.png,26.8387211452
genuine,103_5.png,103_7.png,8.7084947913
genuine,103_5.png,103_8.png,37.2357304539
impostor,103_2.png,101_1.png,2.7200814508
impostor,103_2.png,101_2.png,2.0395548975
impostor,103_2.png,101_3.png,2.0969325072
impostor,103_2.png,101_4.png,1.9333228521
impostor,103_2.png,101_5.png,0.3541090573
impostor,103_2.png,101_6.png,1.8681294463
impostor,103_2.png,101_7.png,8.1065857175
impostor,103_2.png,101_8.png,1.4907065197
impostor,103_2.png,102_1.png,1.2347069184
impostor,103_2.png,102_2.png,0.5139334778
impostor,103_2.png,102_3.png,1.4075588828
impostor,103_2.png,102_4.png,1.4898853124
impostor,103_2.png,102_5.png,0.0000000000
impostor,103_2.png,102_6.png,0.6358194981
impostor,103_2.png,102_7.png,0.0000000000
impostor,103_2.png,102_8.png,0.9592725432
impostor,103_2.png,104_1.png,2.6154555503
impostor,103_2.png,104_2.png,1.8091857983
impostor,103_2.png,104_3.png,0.2464932024
impostor,103_2.png,104_4.png,0.0000000000
impostor,103_2.png,104_5.png,2.3078162057
impostor,103_2.png,104_6.png,1.1052744876
impostor,103_2.png,104_7.png,2.1244405272
impostor,103_2.png,104_8.png,5.5206309576
impostor,103_2.png,105_1.png,0.3850597945
impostor,103_2.png,105_2.png,0.7101788002
impostor,103_2.png,105_3.png,1.1892699973
impostor,103_2.png,105_4.png,1.3362687103
impostor,103_2.png,105_5.png,1.3921326146
impostor,103_2.png,105_6.png,3.1184942622
impostor,103_2.png,105_7.png,1.5712162662
impostor,103_2.png,105_8.png,1.7263344865
impostor,103_2.png,106_1.png,1.8410415367
impostor,103_2.png,106_2.png,0.7685930877
impostor,103_2.png,106_3.png,2.8872728851
impostor,103_2.png,106_4.png,0.0000000000
impostor,103_2.png,106_5.png,0.0394653285
impostor,103_2.png,106_6.png,0.2519647088
impostor,103_2.png,106_7.png,2.1178155059
impostor,103_2.png,106_8.png,5.2504922232
impostor,103_2.png,107_1.png,0.0000000000
impostor,103_2.png,107_2.png,2.5293103975
impostor,103_2.png,107_3.png,1.7606942694
impostor,103_2.png,107_4.png,8.2233646637
impostor,103_2.png,107_5.png,2.1900397106
impostor,103_2.png,107_6.png,0.0000000000
impostor,103_2.png,107_7.png,0.0000000000
impostor,103_2.png,107_8.png,14.8079315219
impostor,103_2.png,108_1.png,0.1616583147
impostor,103_2.png,108_2.png,2.7196775568
impostor,103_2.png,108_3.png,0.0000000000
impostor,103_2.png,108_4.png,0.0000000000
impostor,103_2.png,108_5.png,0.0000000000
impostor,103_2.png,108_6.png,2.7710475414
impostor,103_2.png,108_7.png,0.5528920897
impostor,103_2.png,108_8.png,0.1307646052
impostor,103_2.png,109_1.png,3.0588693478
impostor,103_2.png,109_2.png,0.0000000000
impostor,103_2.png,109_3.png,1.7059206175
impostor,103_2.png,109_4.png,0.4524713009
impostor,103_2.png,109_5.png,2.4727601667
impostor,103_2.png,109_6.png,2.3338635911
impostor,103_2.png,109_7.png,2.4132211534
impostor,103_2.png,109_8.png,0.8065260847
impostor,103_2.png,110_1.png,1.0816935927
impostor,103_2.png,110_2.png,1.9080468211
impostor,103_2.png,110_3.png,1.4704597782
impostor,103_2.png,110_4.png,1.5479700357
impostor,103_2.png,110_5.png,0.0000000000
impostor,103_2.png,110_6.png,4.5473751275
impostor,103_2.png,110_7.png,0.0000000000
impostor,103_2.png,110_8.png,0.0000000000
impostor,103_3.png,101_1.png,0.5298867032
impostor,103_3.png,101_2.png,13.4910806555
impostor,103_3.png,101_3.png,0.2473321719
impostor,103_3.png,101_4.png,0.9967573794
impostor,103_3.png,101_5.png,0.3698917935
impostor,103_3.png,101_6.png,1.8711550574
impostor,103_3.png,101_7.png,0.4638867939
impostor,103_3.png,101_8.png,4.2095390038
impostor,103_3.png,102_1.png,3.7143385878
impostor,103_3.png,102_2.png,1.0105369648
impostor,103_3.png,102_3.png,0.2197117639
impostor,103_3.png,102_4.png,0.9200976118
impostor,103_3.png,102_5.png,0.0000000000
impostor,103_3.png,102_6.png,1.7976659588
impostor,103_3.png,102_7.png,1.6226627387
impostor,103_3.png,102_8.png,0.0000000000
impostor,103_3.png,104_1.png,6.0145564452
impostor,103_3.png,104_2.png,2.9924815248
impostor,103_3.png,104_3.png,2.5455219498
impostor,103_3.png,104_4.png,0.0000000000
impostor,103_3.png,104_5.png,0.0000000000
impostor,103_3.png,104_6.png,5.7471628006
impostor,103_3.png,104_7.png,5.2073976062
impostor,103_3.png,104_8.png,3.7827125686
impostor,103_3.png,105_1.png,0.0000000000
impostor,103_3.png,105_2.png,0.0000000000
impostor,103_3.png,105_3.png,2.1445092258
impostor,103_3.png,105_4.png,1.7831670320
impostor,103_3.png,105_5.png,1.5369987458
impostor,103_3.png,105_6.png,2.6875245215
impostor,103_3.png,105_7.png,0.0000000000
impostor,103_3.png,105_8.png,0.4609159099
impostor,103_3.png,106_1.png,0.0243284620
impostor,103_3.png,106_2.png,1.3482791305
impostor,103_3.png,106_3.png,0.7771014574
impostor,103_3.png,106_4.png,0.1623616603
impostor,103_3.png,106_5.png,0.9191258158
impostor,103_3.png,106_6.png,1.2818864581
impostor,103_3.png,106_7.png,1.7947396444
impostor,103_3.png,106_8.png,13.1912005377
impostor,103_3.png,107_1.png,0.6680701115
impostor,103_3.png,107_2.png,1.1614961062
impostor,103_3.png,107_3.png,0.0000000000
impostor,103_3.png,107_4.png,1.3271173228
impostor,103_3.png,107_5.png,7.1611278733
impostor,103_3.png,107_6.png,1.8545289497
impostor,103_3.png,107_7.png,1.4522629260
impostor,103_3.png,107_8.png,0.0000000000
impostor,103_3.png,108_1.png,0.1617091284
impostor,103_3.png,108_2.png,0.3363865800
impostor,103_3.png,108_3.png,3.1534851080
impostor,103_3.png,108_4.png,0.4939295644
impostor,103_3.png,108_5.png,1.3747124687
impostor,103_3.png,108_6.png,0.0000000000
impostor,103_3.png,108_7.png,0.0000000000
impostor,103_3.png,108_8.png,0.4793153043
impostor,103_3.png,109_1.png,0.4823055281
impostor,103_3.png,109_2.png,0.0000000000
impostor,103_3.png,109_3.png,2.9447144640
impostor,103_3.png,109_4.png,0.0000000000
impostor,103_3.png,109_5.png,0.1041829044
impostor,103_3.png,109_6.png,0.6022890073
impostor,103_3.png,109_7.png,0.6724610925
impostor,103_3.png,109_8.png,0.0000000000
impostor,103_3.png,110_1.png,0.0000000000
impostor,103_3.png,110_2.png,0.0000000000
impostor,103_3.png,110_3.png,0.0000000000
impostor,103_3.png,110_4.png,0.0000000000
impostor,103_3.png,110_5.png,0.1484222989
impostor,103_3.png,110_6.png,0.0000000000
impostor,103_3.png,110_7.png,0.3109257463
impostor,103_3.png,110_8.png,0.0000000000
impostor,103_5.png,101_1.png,2.6207633702
impostor,103_5.png,101_2.png,1.0894648473
impostor,103_5.png,101_3.png,0.0000000000
impostor,103_5.png,101_4.png,0.0000000000
impostor,103_5.png,101_5.png,0.1471652641
impostor,103_5.png,101_6.png,0.0000000000
impostor,103_5.png,101_7.png,2.1437225204
impostor,103_5.png,101_8.png,0.0000000000
impostor,103_5.png,102_1.png,1.1420118063
impostor,103_5.png,102_2.png,2.1589913679
impostor,103_5.png,102_3.png,1.7108273468
impostor,103_5.png,102_4.png,1.3417819781
impostor,103_5.png,102_5.png,0.0000000000
impostor,103_5.png,102_6.png,0.8291333803
impostor,103_5.png,102_7.png,0.3546300261
impostor,103_5.png,102_8.png,5.0298888836
impostor,103_5.png,104_1.png,0.3080490352
impostor,103_5.png,104_2.png,0.0000000000
impostor,103_5.png,104_3.png,0.0000000000
impostor,103_5.png,104_4.png,0.0000000000
impostor,103_5.png,104_5.png,0.2762778927
impostor,103_5.png,104_6.png,3.7151670309
impostor,103_5.png,104_7.png,0.0000000000
impostor,103_5.png,104_8.png,0.5155568216
impostor,103_5.png,105_1.png,0.0000000000
impostor,103_5.png,105_2.png,0.0212228783
impostor,103_5.png,105_3.png,0.0000000000
impostor,103_5.png,105_4.png,0.1783477911
impostor,103_5.png,105_5.png,2.0212993035
impostor,103_5.png,105_6.png,0.0000000000
impostor,103_5.png,105_7.png,3.2546486570
impostor,103_5.png,105_8.png,1.2257253504
impostor,103_5.png,106_1.png,1.3066914573
impostor,103_5.png,106_2.png,0.2128717093
impostor,103_5.png,106_3.png,2.5676125271
impostor,103_5.png,106_4.png,0.0000000000
impostor,103_5.png,106_5.png,2.1501913639
impostor,103_5.png,106_6.png,0.6336833429
impostor,103_5.png,106_7.png,0.0000000000
impostor,103_5.png,106_8.png,0.0000000000
