kind,probe,target,score
genuine,002_1_0.png,002_1_0.png,979.7603775927
genuine,002_1_0.png,002_1_1.png,164.8944959921
genuine,002_1_0.png,002_1_2.png,108.2285640263
genuine,002_1_0.png,002_1_3.png,77.4076424880
genuine,002_1_0.png,002_1_4.png,70.2923409249
genuine,002_1_0.png,002_1_5.png,64.8608923531
genuine,002_1_0.png,002_1_6.png,38.8462894171
genuine,002_1_0.png,002_1_7.png,44.2902186095
genuine,002_1_0.png,002_1_8.png,40.7233430219
genuine,002_1_0.png,002_1_9.png,72.1846233710
genuine,002_1_1.png,002_1_0.png,149.6010150584
genuine,002_1_1.png,002_1_1.png,874.8343442352
genuine,002_1_1.png,002_1_2.png,93.2400972451
genuine,002_1_1.png,002_1_3.png,74.0640985169
genuine,002_1_1.png,002_1_4.png,38.0926067837
genuine,002_1_1.png,002_1_5.png,68.6026612662
genuine,002_1_1.png,002_1_6.png,53.7001328353
genuine,002_1_1.png,002_1_7.png,40.6914388159
genuine,002_1_1.png,002_1_8.png,50.5241164070
genuine,002_1_1.png,002_1_9.png,57.6892134034
genuine,002_1_2.png,002_1_0.png,131.8339699615
genuine,002_1_2.png,002_1_1.png,125.5177335192
genuine,002_1_2.png,002_1_2.png,699.9576219727
genuine,002_1_2.png,002_1_3.png,28.7358351236
genuine,002_1_2.png,002_1_4.png,10.9103854898
genuine,002_1_2.png,002_1_5.png,62.1084038448
genuine,002_1_2.png,002_1_6.png,39.9395917070
genuine,002_1_2.png,002_1_7.png,7.6630746780
genuine,002_1_2.png,002_1_8.png,35.7944688357
genuine,002_1_2.png,002_1_9.png,90.7581610030
genuine,002_1_3.png,002_1_0.png,107.1994257490
genuine,002_1_3.png,002_1_1.png,74.0640985169
genuine,002_1_3.png,002_1_2.png,12.7691425411
genuine,002_1_3.png,002_1_3.png,1038.0526187086
genuine,002_1_3.png,002_1_4.png,87.9640723395
genuine,002_1_3.png,002_1_5.png,79.3081221866
genuine,002_1_3.png,002_1_6.png,61.8920281622
genuine,002_1_3.png,002_1_7.png,94.1734063913
genuine,002_1_3.png,002_1_8.png,29.0644776614
genuine,002_1_3.png,002_1_9.png,56.7179451176
genuine,002_1_4.png,002_1_0.png,55.1905189023
genuine,002_1_4.png,002_1_1.png,38.0926067837
genuine,002_1_4.png,002_1_2.png,13.5906287045
genuine,002_1_4.png,002_1_3.png,87.7515039128
genuine,002_1_4.png,002_1_4.png,618.3484849168
genuine,002_1_4.png,002_1_5.png,126.4829428944
genuine,002_1_4.png,002_1_6.png,112.3978002096
genuine,002_1_4.png,002_1_7.png,10.1800170937
genuine,002_1_4.png,002_1_8.png,37.7540394787
genuine,002_1_4.png,002_1_9.png,56.2941700192
genuine,002_1_5.png,002_1_0.png,77.7316311618
genuine,002_1_5.png,002_1_1.png,49.2785827039
genuine,002_1_5.png,002_1_2.png,65.6930196841
genuine,002_1_5.png,002_1_3.png,79.2837543158
genuine,002_1_5.png,002_1_4.png,126.4829421708
genuine,002_1_5.png,002_1_5.png,560.0562438009
genuine,002_1_5.png,002_1_6.png,55.8898598547
genuine,002_1_5.png,002_1_7.png,20.8635528867
genuine,002_1_5.png,002_1_8.png,46.5967567833
genuine,002_1_5.png,002_1_9.png,95.1010301212
genuine,002_1_6.png,002_1_0.png,36.6346959264
genuine,002_1_6.png,002_1_1.png,53.4239655517
genuine,002_1_6.png,002_1_2.png,39.9395917070
genuine,002_1_6.png,002_1_3.png,61.8920281622
genuine,002_1_6.png,002_1_4.png,112.3978002096
genuine,002_1_6.png,002_1_5.png,55.8331689922
genuine,002_1_6.png,002_1_6.png,490.1055552577
genuine,002_1_6.png,002_1_7.png,9.9443450317
genuine,002_1_6.png,002_1_8.png,41.2263606865
genuine,002_1_6.png,002_1_9.png,46.8924869176
genuine,002_1_7.png,002_1_0.png,41.8794086721
genuine,002_1_7.png,002_1_1.png,40.6914388159
genuine,002_1_7.png,002_1_2.png,19.7332532028
genuine,002_1_7.png,002_1_3.png,111.1903323264
genuine,002_1_7.png,002_1_4.png,21.8275374460
genuine,002_1_7.png,002_1_5.png,20.8635528867
genuine,002_1_7.png,002_1_6.png,11.5189107099
genuine,002_1_7.png,002_1_7.png,1177.9539965186
genuine,002_1_7.png,002_1_8.png,16.0272638627
genuine,002_1_7.png,002_1_9.png,12.6459584662
genuine,002_1_8.png,002_1_0.png,40.7233430219
genuine,002_1_8.png,002_1_1.png,54.4037212431
genuine,002_1_8.png,002_1_2.png,63.2501679817
genuine,002_1_8.png,002_1_3.png,42.9983405451
genuine,002_1_8.png,002_1_4.png,37.7540401645
genuine,002_1_8.png,002_1_5.png,46.5967567833
genuine,002_1_8.png,002_1_6.png,41.2263606865
genuine,002_1_8.png,002_1_7.png,16.0272638627
