s PU PA
2.2545090180 0.0000000000 0.5635354432
2.2645290581 0.0000000000 0.5810097148
2.2745490982 0.0000000000 0.5981270044
2.2845691383 0.0000000000 0.6148873119
2.2945891784 0.0000000000 0.6312906374
2.3046092184 0.0000000000 0.6473369808
2.3146292585 0.0000000000 0.6630263422
2.3246492986 0.0000000000 0.6783587215
2.3346693387 0.0000000000 0.6933341187
2.3446893788 0.0000000000 0.7079525339
2.3547094188 0.0000000000 0.7222139670
2.3647294589 0.0000000000 0.7361184181
2.3747494990 0.0000000000 0.7496658871
2.3847695391 0.0000000000 0.7628563741
2.3947895792 0.0000000000 0.7756898790
2.4048096192 0.0000000000 0.7881664018
2.4148296593 0.0000000000 0.8002859426
2.4248496994 0.0000000000 0.8120485014
2.4348697395 0.0000000000 0.8234540781
2.4448897796 0.0000000000 0.8345026727
2.4549098196 0.0000000000 0.8451942853
2.4649298597 0.0000000000 0.8555289158
2.4749498998 0.0000000000 0.8655065642
2.4849699399 0.0000000000 0.8751272306
2.4949899800 0.0000000000 0.8843909150
2.5050100200 0.0000000000 0.8932976173
2.5150300601 0.0000000000 0.9018473375
2.5250501002 0.0000000000 0.9100400757
2.5350701403 0.0000000000 0.9178758318
2.5450901804 0.0000000000 0.9253546059
2.5551102204 0.0000000000 0.9324763979
2.5651302605 0.0000000000 0.9392412079
2.5751503006 0.0000000000 0.9456490358
2.5851703407 0.0000000000 0.9516998816
2.5951903808 0.0000000000 0.9573937454
2.6052104208 0.0000000000 0.9627306271
2.6152304609 0.0000000000 0.9677105268
2.6252505010 0.0000000000 0.9723334444
2.6352705411 0.0000000000 0.9765993800
2.6452905812 0.0000000000 0.9805083335
2.6553106212 0.0000000000 0.9840603050
2.6653306613 0.0000000000 0.9872552944
2.6753507014 0.0000000000 0.9900933017
2.6853707415 0.0000000000 0.9925743270
2.6953907816 0.0000000000 0.9946983702
2.7054108216 0.0000000000 0.9964654314
2.7154308617 0.0000000000 0.9978755105
2.7254509018 0.0000000000 0.9989286076
2.7354709419 0.0000000000 0.9996247226
2.7454909820 0.0000000000 0.9999638556
2.7555110220 0.0000000000 0.9999460065
2.7655310621 0.0000000000 0.9995711753
2.7755511022 0.0000000000 0.9988393621
2.7855711423 0.0000000000 0.9977505668
2.7955911824 0.0000000000 0.9963047895
2.8056112224 0.0000000000 0.9945020301
2.8156312625 0.0000000000 0.9923422887
2.8256513026 0.0000000000 0.9898255652
2.8356713427 0.0000000000 0.9869518596
2.8456913828 0.0000000000 0.9837211720
2.8557114228 0.0000000000 0.9801335024
2.8657314629 0.0000000000 0.9761888506
2.8757515030 0.0000000000 0.9718872169
2.8857715431 0.0000000000 0.9672286010
2.8957915832 0.0000000000 0.9622130032
2.9058116232 0.0000000000 0.9568404232
2.9158316633 0.0000000000 0.9511108612
2.9258517034 0.0000000000 0.9450243172
2.9358717435 0.0000000000 0.9385807911
2.9458917836 0.0000000000 0.9317802829
2.9559118236 0.0000000000 0.9246227927
2.9659318637 0.0000000000 0.9171083204
2.9759519038 0.0000000000 0.9092368661
2.9859719439 0.0000000000 0.9010084297
2.9959919840 0.0000000000 0.8924230112
3.0060120240 0.0358552777 0.8834806107
3.0160320641 0.0946502223 0.8741812282
3.0260521042 0.1522403524 0.8645248636
3.0360721443 0.2086256682 0.8545115169
3.0460921844 0.2638061695 0.8441411882
3.0561122244 0.3177818563 0.8334138774
3.0661322645 0.3705527287 0.8223295846
3.0761523046 0.4221187867 0.8108883097
3.0861723447 0.4724800302 0.7990900527
3.0961923848 0.5216364593 0.7869348137
3.1062124248 0.5695880739 0.7744225927
3.1162324649 0.6163348742 0.7615533896
3.1262525050 0.6618768599 0.7483272044
3.1362725451 0.7062140313 0.7347440372
3.1462925852 0.7493463882 0.7208038879
3.1563126253 0.7912739306 0.7065067566
3.1663326653 0.8319966586 0.6918526432
3.1763527054 0.8715145722 0.6768415477
3.1863727455 0.9098276714 0.6614734702
3.1963927856 0.9469359561 0.6457484106
3.2064128257 0.9828394263 0.6296663690
3.2164328657 1.0175380822 0.6132273454
3.2264529058 1.0510319236 0.5964313396
3.2364729459 1.0833209505 0.5792783518
3.2464929860 1.1144051630 0.5617683820
3.2565130261 1.1442845611 0.5439014301
3.2665330661 1.1729591447 0.5256774962
3.2765531062 1.2004289139 0.5070965802
3.2865731463 1.2266938687 0.4881586821
3.2965931864 1.2517540090 0.4688638020
3.3066132265 1.2756093349 0.4492119398
3.3166332665 1.2982598463 0.4292030956
3.3266533066 1.3197055434 0.4088372693
3.3366733467 1.3399464259 0.3881144609
3.3466933868 1.3589824940 0.3670346705
3.3567134269 1.3768137477 0.3455978981
3.3667334669 1.3934401870 0.3238041436
3.3767535070 1.4088618118 0.3016534070
3.3867735471 1.4230786222 0.2791456884
3.3967935872 1.4360906181 0.2562809877
3.4068136273 1.4478977996 0.2330593050
3.4168336673 1.4585001667 0.2094806402
3.4268537074 1.4678977193 0.1855449933
3.4368737475 1.4760904575 0.1612523644
3.4468937876 1.4830783812 0.1366027535
3.4569138277 1.4888614905 0.1115961605
3.4669338677 1.4934397854 0.0862325854
3.4769539078 1.4968132658 0.0605120283
3.4869739479 1.4989819318 0.0344344891
3.4969939880 1.4999457834 0.0079999679
3.5070140281 1.4997048205 0.0000000000
3.5170340681 1.4982590431 0.0000000000
3.5270541082 1.4956084514 0.0000000000
3.5370741483 1.4917530452 0.0000000000
3.5470941884 1.4866928245 0.0000000000
3.5571142285 1.4804277894 0.0000000000
3.5671342685 1.4729579399 0.0000000000
3.5771543086 1.4642832760 0.0000000000
3.5871743487 1.4544037976 0.0000000000
3.5971943888 1.4433195047 0.0000000000
3.6072144289 1.4310303975 0.0000000000
3.6172344689 1.4175364758 0.0000000000
3.6272545090 1.4028377396 0.0000000000
3.6372745491 1.3869341890 0.0000000000
3.6472945892 1.3698258240 0.0000000000
3.6573146293 1.3515126445 0.0000000000
3.6673346693 1.3319946506 0.0000000000
3.6773547094 1.3112718423 0.0000000000
3.6873747495 1.2893442195 0.0000000000
3.6973947896 1.2662117823 0.0000000000
3.7074148297 1.2418745306 0.0000000000
3.7174348697 1.2163324645 0.0000000000
3.7274549098 1.1895855840 0.0000000000
3.7374749499 1.1616338890 0.0000000000
3.7474949900 1.1324773796 0.0000000000
3.7575150301 1.1021160558 0.0000000000
3.7675350701 1.0705499175 0.0000000000
3.7775551102 1.0377789647 0.0000000000
3.7875751503 1.0038031976 0.0000000000
3.7975951904 0.9686226160 0.0000000000
3.8076152305 0.9322372199 0.0000000000
3.8176352705 0.8946470094 0.0000000000
3.8276553106 0.8558519845 0.0000000000
3.8376753507 0.8158521452 0.0000000000
3.8476953908 0.7746474914 0.0000000000
3.8577154309 0.7322380231 0.0000000000
3.8677354709 0.6886237405 0.0000000000
3.8777555110 0.6438046434 0.0000000000
3.8877755511 0.5977807318 0.0000000000
3.8977955912 0.5505520058 0.0000000000
3.9078156313 0.5021184654 0.0000000000
3.9178356713 0.4524801105 0.0000000000
3.9278557114 0.4016369412 0.0000000000
3.9378757515 0.3495889575 0.0000000000
3.9478957916 0.2963361593 0.0000000000
3.9579158317 0.2418785467 0.0000000000
3.9679358717 0.1862161196 0.0000000000
3.9779559118 0.1293488781 0.0000000000
3.9879759519 0.0712768222 0.0000000000
3.9979959920 0.0119999518 0.0000000000
4.0080160321 0.0000000000 0.0000000000
4.0180360721 0.0000000000 0.0000000000
4.0280561122 0.0000000000 0.0000000000
4.0380761523 0.0000000000 0.0000000000
4.0480961924 0.0000000000 0.0000000000
4.0581162325 0.0000000000 0.0000000000
4.0681362725 0.0000000000 0.0000000000
4.0781563126 0.0000000000 0.0000000000
4.0881763527 0.0000000000 0.0000000000
4.0981963928 0.0000000000 0.0000000000
4.1082164329 0.0000000000 0.0000000000
4.1182364729 0.0000000000 0.0000000000
4.1282565130 0.0000000000 0.0000000000
4.1382765531 0.0000000000 0.0000000000
4.1482965932 0.0000000000 0.0000000000
4.1583166333 0.0000000000 0.0000000000
4.1683366733 0.0000000000 0.0000000000
4.1783567134 0.0000000000 0.0000000000
4.1883767535 0.0000000000 0.0000000000
4.1983967936 0.0000000000 0.0000000000
4.2084168337 0.0000000000 0.0000000000
4.2184368737 0.0000000000 0.0000000000
4.2284569138 0.0000000000 0.0000000000
4.2384769539 0.0000000000 0.0000000000
4.2484969940 0.0000000000 0.0000000000
4.2585170341 0.0000000000 0.0000000000
4.2685370741 0.0000000000 0.0000000000
4.2785571142 0.0000000000 0.0000000000
4.2885771543 0.0000000000 0.0000000000
4.2985971944 0.0000000000 0.0000000000
4.3086172345 0.0000000000 0.0000000000
4.3186372745 0.0000000000 0.0000000000
4.3286573146 0.0000000000 0.0000000000
4.3386773547 0.0000000000 0.0000000000
4.3486973948 0.0000000000 0.0000000000
4.3587174349 0.0000000000 0.0000000000
4.3687374749 0.0000000000 0.0000000000
4.3787575150 0.0000000000 0.0000000000
4.3887775551 0.0000000000 0.0000000000
4.3987975952 0.0000000000 0.0000000000
4.4088176353 0.0000000000 0.0000000000
4.4188376754 0.0000000000 0.0000000000
4.4288577154 0.0000000000 0.0000000000
4.4388777555 0.0000000000 0.0000000000
4.4488977956 0.0000000000 0.0000000000
4.4589178357 0.0000000000 0.0000000000
4.4689378758 0.0000000000 0.0000000000
4.4789579158 0.0000000000 0.0000000000
4.4889779559 0.0000000000 0.0000000000
4.4989979960 0.0000000000 0.0000000000
4.5090180361 0.0000000000 0.0000000000
4.5190380762 0.0000000000 0.0000000000
4.5290581162 0.0000000000 0.0000000000
4.5390781563 0.0000000000 0.0000000000
4.5490981964 0.0000000000 0.0000000000
4.5591182365 0.0000000000 0.0000000000
4.5691382766 0.0000000000 0.0000000000
4.5791583166 0.0000000000 0.0000000000
4.5891783567 0.0000000000 0.0000000000
4.5991983968 0.0000000000 0.0000000000
4.6092184369 0.0000000000 0.0000000000
4.6192384770 0.0000000000 0.0000000000
4.6292585170 0.0000000000 0.0000000000
4.6392785571 0.0000000000 0.0000000000
4.6492985972 0.0000000000 0.0000000000
4.6593186373 0.0000000000 0.0000000000
4.6693386774 0.0000000000 0.0000000000
4.6793587174 0.0000000000 0.0000000000
4.6893787575 0.0000000000 0.0000000000
4.6993987976 0.0000000000 0.0000000000
4.7094188377 0.0000000000 0.0000000000
4.7194388778 0.0000000000 0.0000000000
4.7294589178 0.0000000000 0.0000000000
4.7394789579 0.0000000000 0.0000000000
4.7494989980 0.0000000000 0.0000000000
4.7595190381 0.0000000000 0.0000000000
4.7695390782 0.0000000000 0.0000000000
4.7795591182 0.0000000000 0.0000000000
4.7895791583 0.0000000000 0.0000000000
4.7995991984 0.0000000000 0.0000000000
4.8096192385 0.0000000000 0.0000000000
4.8196392786 0.0000000000 0.0000000000
4.8296593186 0.0000000000 0.0000000000
4.8396793587 0.0000000000 0.0000000000
4.8496993988 0.0000000000 0.0000000000
4.8597194389 0.0000000000 0.0000000000
4.8697394790 0.0000000000 0.0000000000
4.8797595190 0.0000000000 0.0000000000
4.8897795591 0.0000000000 0.0000000000
4.8997995992 0.0000000000 0.0000000000
4.9098196393 0.0000000000 0.0000000000
4.9198396794 0.0000000000 0.0000000000
4.9298597194 0.0000000000 0.0000000000
4.9398797595 0.0000000000 0.0000000000
4.9498997996 0.0000000000 0.0000000000
4.9599198397 0.0000000000 0.0000000000
4.9699398798 0.0000000000 0.0000000000
4.9799599198 0.0000000000 0.0000000000
4.9899799599 0.0000000000 0.0000000000
5.0000000000 0.0000000000 0.0000000000
