s PU_case1 PA_case1 PU_case2 PA_case2 PU_case3 PA_case3
0.1031031031 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1041041041 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1051051051 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1061061061 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1071071071 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1081081081 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1091091091 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1101101101 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1111111111 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1121121121 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1131131131 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1141141141 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1151151151 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1161161161 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1171171171 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1181181181 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1191191191 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1201201201 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1211211211 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1221221221 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1231231231 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1241241241 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1251251251 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1261261261 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1271271271 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1281281281 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1291291291 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1301301301 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1311311311 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1321321321 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1331331331 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1341341341 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1351351351 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1361361361 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1371371371 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1381381381 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1391391391 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1401401401 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1411411411 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1421421421 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1431431431 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1441441441 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1451451451 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1461461461 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1471471471 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1481481481 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1491491491 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.1501501502 0.0000000000 0.0144057571 0.0000000000 0.0000000000 0.0000000000 0.0036025214
0.1511511512 0.0000000000 0.1100016533 0.0000000000 0.0000000000 0.0000000000 0.0275640205
0.1521521522 0.0000000000 0.2048280112 0.0000000000 0.0000000000 0.0000000000 0.0514293272
0.1531531532 0.0000000000 0.2988848308 0.0000000000 0.0000000000 0.0000000000 0.0751984417
0.1541541542 0.0000000000 0.3921721121 0.0000000000 0.0000000000 0.0000000000 0.0988713639
0.1551551552 0.0000000000 0.4846898550 0.0000000000 0.0000000000 0.0000000000 0.1224480937
0.1561561562 0.0000000000 0.5764380597 0.0000000000 0.0000000000 0.0000000000 0.1459286313
0.1571571572 0.0000000000 0.6674167260 0.0000000000 0.0000000000 0.0000000000 0.1693129766
0.1581581582 0.0000000000 0.7576258541 0.0000000000 0.0000000000 0.0000000000 0.1926011297
0.1591591592 0.0000000000 0.8470654438 0.0000000000 0.0000000000 0.0000000000 0.2157930904
0.1601601602 0.0000000000 0.9357354953 0.0000000000 0.0000000000 0.0000000000 0.2388888588
0.1611611612 0.0000000000 1.0236360084 0.0000000000 0.0000000000 0.0000000000 0.2618884350
0.1621621622 0.0000000000 1.1107669832 0.0000000000 0.0000000000 0.0000000000 0.2847918188
0.1631631632 0.0000000000 1.1971284197 0.0000000000 0.0000000000 0.0000000000 0.3075990104
0.1641641642 0.0000000000 1.2827203179 0.0000000000 0.0000000000 0.0000000000 0.3303100097
0.1651651652 0.0000000000 1.3675426778 0.0000000000 0.0000000000 0.0000000000 0.3529248167
0.1661661662 0.0000000000 1.4515954994 0.0000000000 0.0000000000 0.0000000000 0.3754434314
0.1671671672 0.0000000000 1.5348787827 0.0000000000 0.0000000000 0.0000000000 0.3978658538
0.1681681682 0.0000000000 1.6173925277 0.0000000000 0.0000000000 0.0000000000 0.4201920840
0.1691691692 0.0000000000 1.6991367343 0.0000000000 0.0000000000 0.0000000000 0.4424221218
0.1701701702 0.0000000000 1.7801114027 0.0000000000 0.0000000000 0.0000000000 0.4645559674
0.1711711712 0.0000000000 1.8603165327 0.0000000000 0.0000000000 0.0000000000 0.4865936206
0.1721721722 0.0000000000 1.9397521245 0.0000000000 0.0000000000 0.0000000000 0.5085350816
0.1731731732 0.0000000000 2.0184181779 0.0000000000 0.0000000000 0.0000000000 0.5303803503
0.1741741742 0.0000000000 2.0963146931 0.0000000000 0.0000000000 0.0000000000 0.5521294267
0.1751751752 0.0000000000 2.1734416699 0.0000000000 0.0000000000 0.0000000000 0.5737823108
0.1761761762 0.0000000000 2.2497991084 0.0000000000 0.0000000000 0.0000000000 0.5953390027
0.1771771772 0.0000000000 2.3253870086 0.0000000000 0.0000000000 0.0000000000 0.6167995022
0.1781781782 0.0000000000 2.4002053705 0.0000000000 0.0000000000 0.0000000000 0.6381638095
0.1791791792 0.0000000000 2.4742541941 0.0000000000 0.0000000000 0.0000000000 0.6594319244
0.1801801802 0.0000000000 2.5475334794 0.0000000000 0.0000000000 0.0000000000 0.6806038471
0.1811811812 0.0000000000 2.6200432264 0.0000000000 0.0000000000 0.0000000000 0.7016795775
0.1821821822 0.0000000000 2.6917834351 0.0000000000 0.0000000000 0.0000000000 0.7226591156
0.1831831832 0.0000000000 2.7627541055 0.0000000000 0.0000000000 0.0000000000 0.7435424614
0.1841841842 0.0000000000 2.8329552375 0.0000000000 0.0000000000 0.0000000000 0.7643296149
0.1851851852 0.0000000000 2.9023868313 0.0000000000 0.0000000000 0.0000000000 0.7850205761
0.1861861862 0.0000000000 2.9710488867 0.0000000000 0.0000000000 0.0000000000 0.8056153451
0.1871871872 0.0000000000 3.0389414039 0.0000000000 0.0000000000 0.0000000000 0.8261139217
0.1881881882 0.0000000000 3.1060643827 0.0000000000 0.0000000000 0.0000000000 0.8465163061
0.1891891892 0.0000000000 3.1724178232 0.0000000000 0.0000000000 0.0000000000 0.8668224982
0.1901901902 0.0000000000 3.2380017254 0.0000000000 0.0000000000 0.0000000000 0.8870324980
0.1911911912 0.0000000000 3.3028160894 0.0000000000 0.0000000000 0.0000000000 0.9071463055
0.1921921922 0.0000000000 3.3668609150 0.0000000000 0.0000000000 0.0000000000 0.9271639207
0.1931931932 0.0000000000 3.4301362023 0.0000000000 0.0000000000 0.0000000000 0.9470853436
0.1941941942 0.0000000000 3.4926419513 0.0000000000 0.0000000000 0.0000000000 0.9669105742
0.1951951952 0.0000000000 3.5543781619 0.0000000000 0.0000000000 0.0000000000 0.9866396126
0.1961961962 0.0000000000 3.6153448343 0.0000000000 0.0000000000 0.0000000000 1.0062724586
0.1971971972 0.0000000000 3.6755419684 0.0000000000 0.0000000000 0.0000000000 1.0258091124
0.1981981982 0.0000000000 3.7349695642 0.0000000000 0.0000000000 0.0000000000 1.0452495739
0.1991991992 0.0000000000 3.7936276216 0.0000000000 0.0000000000 0.0000000000 1.0645938431
0.2002002002 0.0000000000 3.8515161408 0.0028422041 0.0000000000 0.0000000000 1.0838419200
0.2012012012 0.0000000000 3.9086351216 0.0170269545 0.0000000000 0.0000000000 1.1029938046
0.2022022022 0.0000000000 3.9649845641 0.0311679214 0.0000000000 0.0000000000 1.1220494969
0.2032032032 0.0000000000 4.0205644684 0.0452651049 0.0000000000 0.0000000000 1.1410089970
0.2042042042 0.0000000000 4.0753748343 0.0593185049 0.0000000000 0.0000000000 1.1598723047
0.2052052052 0.0000000000 4.1294156619 0.0733281214 0.0000000000 0.0000000000 1.1786394202
0.2062062062 0.0000000000 4.1826869512 0.0872939544 0.0000000000 0.0000000000 1.1973103434
0.2072072072 0.0000000000 4.2351887022 0.1012160040 0.0000000000 0.0000000000 1.2158850743
0.2082082082 0.0000000000 4.2869209149 0.1150942701 0.0000000000 0.0000000000 1.2343636129
0.2092092092 0.0000000000 4.3378835893 0.1289287527 0.0000000000 0.0000000000 1.2527459592
0.2102102102 0.0000000000 4.3880767254 0.1427194519 0.0000000000 0.0000000000 1.2710321132
0.2112112112 0.0000000000 4.4375003231 0.1564663675 0.0000000000 0.0000000000 1.2892220749
0.2122122122 0.0000000000 4.4861543826 0.1701694997 0.0000000000 0.0000000000 1.3073158444
0.2132132132 0.0000000000 4.5340389038 0.1838288485 0.0000000000 0.0000000000 1.3253134215
0.2142142142 0.0000000000 4.5811538866 0.1974444137 0.0000000000 0.0000000000 1.3432148064
0.2152152152 0.0000000000 4.6274993312 0.2110161955 0.0000000000 0.0000000000 1.3610199990
0.2162162162 0.0000000000 4.6730752374 0.2245441938 0.0000000000 0.0000000000 1.3787289993
0.2172172172 0.0000000000 4.7178816053 0.2380284087 0.0000000000 0.0000000000 1.3963418073
0.2182182182 0.0000000000 4.7619184350 0.2514688401 0.0000000000 0.0000000000 1.4138584230
0.2192192192 0.0000000000 4.8051857263 0.2648654880 0.0000000000 0.0000000000 1.4312788464
0.2202202202 0.0000000000 4.8476834793 0.2782183524 0.0000000000 0.0000000000 1.4486030776
0.2212212212 0.0000000000 4.8894116940 0.2915274333 0.0000000000 0.0000000000 1.4658311164
0.2222222222 0.0000000000 4.9303703704 0.3047927308 0.0000000000 0.0000000000 1.4829629630
0.2232232232 0.0000000000 4.9705595085 0.3180142448 0.0000000000 0.0000000000 1.4999986172
0.2242242242 0.0000000000 5.0099791082 0.3311919754 0.0000000000 0.0000000000 1.5169380792
0.2252252252 0.0000000000 5.0486291697 0.3443259224 0.0000000000 0.0000000000 1.5337813489
0.2262262262 0.0000000000 5.0865096929 0.3574160860 0.0000000000 0.0000000000 1.5505284263
0.2272272272 0.0000000000 5.1236206777 0.3704624662 0.0000000000 0.0000000000 1.5671793114
0.2282282282 0.0000000000 5.1599621243 0.3834650628 0.0000000000 0.0000000000 1.5837340043
0.2292292292 0.0000000000 5.1955340325 0.3964238760 0.0000000000 0.0000000000 1.6001925048
0.2302302302 0.0000000000 5.2303364025 0.4093389057 0.0000000000 0.0000000000 1.6165548131
0.2312312312 0.0000000000 5.2643692341 0.4222101519 0.0000000000 0.0000000000 1.6328209290
0.2322322322 0.0000000000 5.2976325274 0.4350376147 0.0000000000 0.0000000000 1.6489908527
0.2332332332 0.0000000000 5.3301262824 0.4478212940 0.0000000000 0.0000000000 1.6650645841
0.2342342342 0.0000000000 5.3618504991 0.4605611898 0.0000000000 0.0000000000 1.6810421232
0.2352352352 0.0000000000 5.3928051775 0.4732573022 0.0000000000 0.0000000000 1.6969234700
0.2362362362 0.0000000000 5.4229903176 0.4859096310 0.0000000000 0.0000000000 1.7127086245
0.2372372372 0.0000000000 5.4524059194 0.4985181764 0.0000000000 0.0000000000 1.7283975868
0.2382382382 0.0000000000 5.4810519829 0.5110829384 0.0000000000 0.0000000000 1.7439903567
0.2392392392 0.0000000000 5.5089285081 0.5236039168 0.0000000000 0.0000000000 1.7594869344
0.2402402402 0.0000000000 5.5360354950 0.5360811118 0.0000000000 0.0000000000 1.7748873198
0.2412412412 0.0000000000 5.5623729435 0.5485145233 0.0000000000 0.0000000000 1.7901915128
0.2422422422 0.0000000000 5.5879408538 0.5609041514 0.0000000000 0.0000000000 1.8053995136
0.2432432432 0.0000000000 5.6127392257 0.5732499959 0.0000000000 0.0000000000 1.8205113221
0.2442442442 0.0000000000 5.6367680594 0.5855520570 0.0000000000 0.0000000000 1.8355269383
0.2452452452 0.0000000000 5.6600273547 0.5978103346 0.0000000000 0.0000000000 1.8504463623
0.2462462462 0.0000000000 5.6825171117 0.6100248288 0.0000000000 0.0000000000 1.8652695939
0.2472472472 0.0000000000 5.7042373304 0.6221955395 0.0000000000 0.0000000000 1.8799966333
0.2482482482 0.0000000000 5.7251880108 0.6343224667 0.0000000000 0.0000000000 1.8946274803
0.2492492492 0.0000000000 5.7453691529 0.6464056104 0.0000000000 0.0000000000 1.9091621351
0.2502502503 0.0000000000 5.7647807567 0.6584449707 0.0000000000 0.0000000000 1.9236005976
0.2512512513 0.0000000000 5.7834228222 0.6704405475 0.0000000000 0.0000000000 1.9379428678
0.2522522523 0.0000000000 5.8012953494 0.6823923408 0.0000000000 0.0000000000 1.9521889457
0.2532532533 0.0000000000 5.8183983383 0.6943003506 0.0000000000 0.0000000000 1.9663388313
0.2542542543 0.0000000000 5.8347317888 0.7061645770 0.0000000000 0.0000000000 1.9803925247
0.2552552553 0.0000000000 5.8502957011 0.7179850199 0.0000000000 0.0000000000 1.9943500257
0.2562562563 0.0000000000 5.8650900751 0.7297616794 0.0000000000 0.0000000000 2.0082113345
0.2572572573 0.0000000000 5.8791149107 0.7414945553 0.0000000000 0.0000000000 2.0219764509
0.2582582583 0.0000000000 5.8923702080 0.7531836478 0.0000000000 0.0000000000 2.0356453751
0.2592592593 0.0000000000 5.9048559671 0.7648289568 0.0000000000 0.0000000000 2.0492181070
0.2602602603 0.0000000000 5.9165721878 0.7764304823 0.0000000000 0.0000000000 2.0626946466
0.2612612613 0.0000000000 5.9275188702 0.7879882244 0.0000000000 0.0000000000 2.0760749939
0.2622622623 0.0000000000 5.9376960143 0.7995021830 0.0000000000 0.0000000000 2.0893591489
0.2632632633 0.0000000000 5.9471036201 0.8109723581 0.0000000000 0.0000000000 2.1025471117
0.2642642643 0.0000000000 5.9557416876 0.8223987498 0.0000000000 0.0000000000 2.1156388821
0.2652652653 0.0000000000 5.9636102168 0.8337813580 0.0000000000 0.0000000000 2.1286344603
0.2662662663 0.0000000000 5.9707092077 0.8451201827 0.0000000000 0.0000000000 2.1415338462
0.2672672673 0.0000000000 5.9770386603 0.8564152239 0.0000000000 0.0000000000 2.1543370397
0.2682682683 0.0000000000 5.9825985746 0.8676664817 0.0000000000 0.0000000000 2.1670440410
0.2692692693 0.0000000000 5.9873889505 0.8788739560 0.0000000000 0.0000000000 2.1796548500
0.2702702703 0.0000000000 5.9914097882 0.8900376468 0.0000000000 0.0000000000 2.1921694668
0.2712712713 0.0000000000 5.9946610875 0.9011575541 0.0000000000 0.0000000000 2.2045878912
0.2722722723 0.0000000000 5.9971428486 0.9122336780 0.0000000000 0.0000000000 2.2169101233
0.2732732733 0.0000000000 5.9988550713 0.9232660184 0.0000000000 0.0000000000 2.2291361632
0.2742742743 0.0000000000 5.9997977557 0.9342545754 0.0000000000 0.0000000000 2.2412660108
0.2752752753 0.0000000000 5.9999709018 0.9451993488 0.0000000000 0.0000000000 2.2532996660
0.2762762763 0.0000000000 5.9993745096 0.9561003388 0.0000000000 0.0000000000 2.2652371290
0.2772772773 0.0000000000 5.9980085791 0.9669575453 0.0000000000 0.0000000000 2.2770783997
0.2782782783 0.0000000000 5.9958731103 0.9777709684 0.0000000000 0.0000000000 2.2888234781
0.2792792793 0.0000000000 5.9929681032 0.9885406079 0.0000000000 0.0000000000 2.3004723643
0.2802802803 0.0000000000 5.9892935578 0.9992664640 0.0000000000 0.0000000000 2.3120250581
0.2812812813 0.0000000000 5.9848494741 1.0099485366 0.0000000000 0.0000000000 2.3234815596
0.2822822823 0.0000000000 5.9796358521 1.0205868258 0.0000000000 0.0000000000 2.3348418689
0.2832832833 0.0000000000 5.9736526917 1.0311813315 0.0000000000 0.0000000000 2.3461059859
