s FRR FAR loss leak theft safe FAR_opt FRR_opt FAR_eer FRR_eer
0.2422 0.0000 0.4789 0.0000 0.4789 0.0000 0.5211 0.1217 0.1852 0.1542 0.1552
0.2432 0.0000 0.4762 0.0000 0.4762 0.0000 0.5238 0.1217 0.1852 0.1542 0.1552
0.2442 0.0000 0.4734 0.0000 0.4734 0.0000 0.5266 0.1217 0.1852 0.1542 0.1552
0.2452 0.0000 0.4707 0.0000 0.4707 0.0000 0.5293 0.1217 0.1852 0.1542 0.1552
0.2462 0.0000 0.4680 0.0000 0.4680 0.0000 0.5320 0.1217 0.1852 0.1542 0.1552
0.2472 0.0000 0.4653 0.0000 0.4653 0.0000 0.5347 0.1217 0.1852 0.1542 0.1552
0.2482 0.0000 0.4626 0.0000 0.4626 0.0000 0.5374 0.1217 0.1852 0.1542 0.1552
0.2492 0.0000 0.4599 0.0000 0.4599 0.0000 0.5401 0.1217 0.1852 0.1542 0.1552
0.2503 0.0000 0.4572 0.0000 0.4572 0.0000 0.5428 0.1217 0.1852 0.1542 0.1552
0.2513 0.0000 0.4545 0.0000 0.4545 0.0000 0.5455 0.1217 0.1852 0.1542 0.1552
0.2523 0.0000 0.4518 0.0000 0.4518 0.0000 0.5482 0.1217 0.1852 0.1542 0.1552
0.2533 0.0000 0.4491 0.0000 0.4491 0.0000 0.5509 0.1217 0.1852 0.1542 0.1552
0.2543 0.0000 0.4464 0.0000 0.4464 0.0000 0.5536 0.1217 0.1852 0.1542 0.1552
0.2553 0.0000 0.4437 0.0000 0.4437 0.0000 0.5563 0.1217 0.1852 0.1542 0.1552
0.2563 0.0000 0.4410 0.0000 0.4410 0.0000 0.5590 0.1217 0.1852 0.1542 0.1552
0.2573 0.0000 0.4383 0.0000 0.4383 0.0000 0.5617 0.1217 0.1852 0.1542 0.1552
0.2583 0.0000 0.4356 0.0000 0.4356 0.0000 0.5644 0.1217 0.1852 0.1542 0.1552
0.2593 0.0000 0.4329 0.0000 0.4329 0.0000 0.5671 0.1217 0.1852 0.1542 0.1552
0.2603 0.0000 0.4302 0.0000 0.4302 0.0000 0.5698 0.1217 0.1852 0.1542 0.1552
0.2613 0.0000 0.4275 0.0000 0.4275 0.0000 0.5725 0.1217 0.1852 0.1542 0.1552
0.2623 0.0000 0.4247 0.0000 0.4247 0.0000 0.5753 0.1217 0.1852 0.1542 0.1552
0.2633 0.0000 0.4220 0.0000 0.4220 0.0000 0.5780 0.1217 0.1852 0.1542 0.1552
0.2643 0.0000 0.4193 0.0000 0.4193 0.0000 0.5807 0.1217 0.1852 0.1542 0.1552
0.2653 0.0000 0.4166 0.0000 0.4166 0.0000 0.5834 0.1217 0.1852 0.1542 0.1552
0.2663 0.0000 0.4139 0.0000 0.4139 0.0000 0.5861 0.1217 0.1852 0.1542 0.1552
0.2673 0.0000 0.4112 0.0000 0.4112 0.0000 0.5888 0.1217 0.1852 0.1542 0.1552
0.2683 0.0000 0.4085 0.0000 0.4085 0.0000 0.5915 0.1217 0.1852 0.1542 0.1552
0.2693 0.0000 0.4058 0.0000 0.4058 0.0000 0.5942 0.1217 0.1852 0.1542 0.1552
0.2703 0.0000 0.4031 0.0000 0.4031 0.0000 0.5969 0.1217 0.1852 0.1542 0.1552
0.2713 0.0000 0.4004 0.0000 0.4004 0.0000 0.5996 0.1217 0.1852 0.1542 0.1552
0.2723 0.0000 0.3977 0.0000 0.3977 0.0000 0.6023 0.1217 0.1852 0.1542 0.1552
0.2733 0.0000 0.3950 0.0000 0.3950 0.0000 0.6050 0.1217 0.1852 0.1542 0.1552
0.2743 0.0000 0.3923 0.0000 0.3923 0.0000 0.6077 0.1217 0.1852 0.1542 0.1552
0.2753 0.0000 0.3896 0.0000 0.3896 0.0000 0.6104 0.1217 0.1852 0.1542 0.1552
0.2763 0.0000 0.3869 0.0000 0.3869 0.0000 0.6131 0.1217 0.1852 0.1542 0.1552
0.2773 0.0000 0.3842 0.0000 0.3842 0.0000 0.6158 0.1217 0.1852 0.1542 0.1552
0.2783 0.0000 0.3815 0.0000 0.3815 0.0000 0.6185 0.1217 0.1852 0.1542 0.1552
0.2793 0.0000 0.3788 0.0000 0.3788 0.0000 0.6212 0.1217 0.1852 0.1542 0.1552
0.2803 0.0000 0.3761 0.0000 0.3761 0.0000 0.6239 0.1217 0.1852 0.1542 0.1552
0.2813 0.0000 0.3733 0.0000 0.3733 0.0000 0.6267 0.1217 0.1852 0.1542 0.1552
0.2823 0.0000 0.3706 0.0000 0.3706 0.0000 0.6294 0.1217 0.1852 0.1542 0.1552
0.2833 0.0000 0.3679 0.0000 0.3679 0.0000 0.6321 0.1217 0.1852 0.1542 0.1552
0.2843 0.0000 0.3652 0.0000 0.3652 0.0000 0.6348 0.1217 0.1852 0.1542 0.1552
0.2853 0.0000 0.3625 0.0000 0.3625 0.0000 0.6375 0.1217 0.1852 0.1542 0.1552
0.2863 0.0000 0.3598 0.0000 0.3598 0.0000 0.6402 0.1217 0.1852 0.1542 0.1552
0.2873 0.0000 0.3571 0.0000 0.3571 0.0000 0.6429 0.1217 0.1852 0.1542 0.1552
0.2883 0.0000 0.3544 0.0000 0.3544 0.0000 0.6456 0.1217 0.1852 0.1542 0.1552
0.2893 0.0000 0.3517 0.0000 0.3517 0.0000 0.6483 0.1217 0.1852 0.1542 0.1552
0.2903 0.0000 0.3490 0.0000 0.3490 0.0000 0.6510 0.1217 0.1852 0.1542 0.1552
0.2913 0.0000 0.3463 0.0000 0.3463 0.0000 0.6537 0.1217 0.1852 0.1542 0.1552
0.2923 0.0000 0.3436 0.0000 0.3436 0.0000 0.6564 0.1217 0.1852 0.1542 0.1552
0.2933 0.0000 0.3409 0.0000 0.3409 0.0000 0.6591 0.1217 0.1852 0.1542 0.1552
0.2943 0.0000 0.3382 0.0000 0.3382 0.0000 0.6618 0.1217 0.1852 0.1542 0.1552
0.2953 0.0000 0.3355 0.0000 0.3355 0.0000 0.6645 0.1217 0.1852 0.1542 0.1552
0.2963 0.0000 0.3328 0.0000 0.3328 0.0000 0.6672 0.1217 0.1852 0.1542 0.1552
0.2973 0.0000 0.3301 0.0000 0.3301 0.0000 0.6699 0.1217 0.1852 0.1542 0.1552
0.2983 0.0000 0.3274 0.0000 0.3274 0.0000 0.6726 0.1217 0.1852 0.1542 0.1552
0.2993 0.0000 0.3246 0.0000 0.3246 0.0000 0.6754 0.1217 0.1852 0.1542 0.1552
0.3003 0.0000 0.3219 0.0000 0.3219 0.0000 0.6781 0.1217 0.1852 0.1542 0.1552
0.3013 0.0025 0.3192 0.0017 0.3184 0.0008 0.6791 0.1217 0.1852 0.1542 0.1552
0.3023 0.0050 0.3165 0.0034 0.3149 0.0016 0.6800 0.1217 0.1852 0.1542 0.1552
0.3033 0.0075 0.3138 0.0052 0.3115 0.0024 0.6810 0.1217 0.1852 0.1542 0.1552
0.3043 0.0100 0.3111 0.0069 0.3080 0.0031 0.6820 0.1217 0.1852 0.1542 0.1552
0.3053 0.0125 0.3084 0.0087 0.3046 0.0039 0.6829 0.1217 0.1852 0.1542 0.1552
0.3063 0.0150 0.3057 0.0104 0.3011 0.0046 0.6839 0.1217 0.1852 0.1542 0.1552
0.3073 0.0175 0.3030 0.0122 0.2977 0.0053 0.6848 0.1217 0.1852 0.1542 0.1552
0.3083 0.0200 0.3003 0.0140 0.2943 0.0060 0.6857 0.1217 0.1852 0.1542 0.1552
0.3093 0.0225 0.2976 0.0158 0.2909 0.0067 0.6866 0.1217 0.1852 0.1542 0.1552
0.3103 0.0250 0.2949 0.0176 0.2875 0.0074 0.6875 0.1217 0.1852 0.1542 0.1552
0.3113 0.0275 0.2922 0.0195 0.2841 0.0080 0.6883 0.1217 0.1852 0.1542 0.1552
0.3123 0.0300 0.2895 0.0213 0.2808 0.0087 0.6892 0.1217 0.1852 0.1542 0.1552
0.3133 0.0325 0.2868 0.0232 0.2774 0.0093 0.6900 0.1217 0.1852 0.1542 0.1552
0.3143 0.0350 0.2841 0.0251 0.2741 0.0100 0.6908 0.1217 0.1852 0.1542 0.1552
0.3153 0.0375 0.2814 0.0270 0.2708 0.0106 0.6917 0.1217 0.1852 0.1542 0.1552
0.3163 0.0400 0.2787 0.0289 0.2675 0.0112 0.6925 0.1217 0.1852 0.1542 0.1552
0.3173 0.0425 0.2760 0.0308 0.2642 0.0117 0.6932 0.1217 0.1852 0.1542 0.1552
0.3183 0.0450 0.2732 0.0327 0.2609 0.0123 0.6940 0.1217 0.1852 0.1542 0.1552
0.3193 0.0475 0.2705 0.0347 0.2577 0.0129 0.6948 0.1217 0.1852 0.1542 0.1552
0.3203 0.0501 0.2678 0.0366 0.2544 0.0134 0.6955 0.1217 0.1852 0.1542 0.1552
0.3213 0.0526 0.2651 0.0386 0.2512 0.0139 0.6963 0.1217 0.1852 0.1542 0.1552
0.3223 0.0551 0.2624 0.0406 0.2480 0.0144 0.6970 0.1217 0.1852 0.1542 0.1552
0.3233 0.0576 0.2597 0.0426 0.2448 0.0149 0.6977 0.1217 0.1852 0.1542 0.1552
0.3243 0.0601 0.2570 0.0446 0.2416 0.0154 0.6984 0.1217 0.1852 0.1542 0.1552
0.3253 0.0626 0.2543 0.0467 0.2384 0.0159 0.6990 0.1217 0.1852 0.1542 0.1552
0.3263 0.0651 0.2516 0.0487 0.2352 0.0164 0.6997 0.1217 0.1852 0.1542 0.1552
0.3273 0.0676 0.2489 0.0508 0.2321 0.0168 0.7004 0.1217 0.1852 0.1542 0.1552
0.3283 0.0701 0.2462 0.0528 0.2289 0.0173 0.7010 0.1217 0.1852 0.1542 0.1552
0.3293 0.0726 0.2435 0.0549 0.2258 0.0177 0.7016 0.1217 0.1852 0.1542 0.1552
0.3303 0.0751 0.2408 0.0570 0.2227 0.0181 0.7022 0.1217 0.1852 0.1542 0.1552
0.3313 0.0776 0.2381 0.0591 0.2196 0.0185 0.7028 0.1217 0.1852 0.1542 0.1552
0.3323 0.0801 0.2354 0.0612 0.2165 0.0188 0.7034 0.1217 0.1852 0.1542 0.1552
0.3333 0.0826 0.2327 0.0634 0.2135 0.0192 0.7040 0.1217 0.1852 0.1542 0.1552
0.3343 0.0851 0.2300 0.0655 0.2104 0.0196 0.7045 0.1217 0.1852 0.1542 0.1552
0.3353 0.0876 0.2273 0.0677 0.2073 0.0199 0.7051 0.1217 0.1852 0.1542 0.1552
0.3363 0.0901 0.2245 0.0699 0.2043 0.0202 0.7056 0.1217 0.1852 0.1542 0.1552
0.3373 0.0926 0.2218 0.0721 0.2013 0.0205 0.7061 0.1217 0.1852 0.1542 0.1552
0.3383 0.0951 0.2191 0.0743 0.1983 0.0208 0.7066 0.1217 0.1852 0.1542 0.1552
0.3393 0.0976 0.2164 0.0765 0.1953 0.0211 0.7071 0.1217 0.1852 0.1542 0.1552
0.3403 0.1001 0.2137 0.0787 0.1923 0.0214 0.7076 0.1217 0.1852 0.1542 0.1552
0.3413 0.1026 0.2110 0.0810 0.1894 0.0217 0.7080 0.1217 0.1852 0.1542 0.1552
0.3423 0.1051 0.2083 0.0832 0.1864 0.0219 0.7085 0.1217 0.1852 0.1542 0.1552
0.3433 0.1076 0.2056 0.0855 0.1835 0.0221 0.7089 0.1217 0.1852 0.1542 0.1552
0.3443 0.1101 0.2029 0.0878 0.1806 0.0223 0.7093 0.1217 0.1852 0.1542 0.1552
0.3453 0.1126 0.2002 0.0901 0.1777 0.0225 0.7097 0.1217 0.1852 0.1542 0.1552
0.3463 0.1151 0.1975 0.0924 0.1748 0.0227 0.7101 0.1217 0.1852 0.1542 0.1552
0.3473 0.1176 0.1948 0.0947 0.1719 0.0229 0.7105 0.1217 0.1852 0.1542 0.1552
0.3483 0.1201 0.1921 0.0970 0.1690 0.0231 0.7109 0.1217 0.1852 0.1542 0.1552
0.3493 0.1226 0.1894 0.0994 0.1662 0.0232 0.7112 0.1217 0.1852 0.1542 0.1552
0.3504 0.1251 0.1867 0.1018 0.1633 0.0234 0.7116 0.1217 0.1852 0.1542 0.1552
0.3514 0.1276 0.1840 0.1041 0.1605 0.0235 0.7119 0.1217 0.1852 0.1542 0.1552
0.3524 0.1301 0.1813 0.1065 0.1577 0.0236 0.7122 0.1217 0.1852 0.1542 0.1552
0.3534 0.1326 0.1786 0.1090 0.1549 0.0237 0.7125 0.1217 0.1852 0.1542 0.1552
0.3544 0.1351 0.1759 0.1114 0.1521 0.0238 0.7128 0.1217 0.1852 0.1542 0.1552
0.3554 0.1376 0.1731 0.1138 0.1493 0.0238 0.7130 0.1217 0.1852 0.1542 0.1552
0.3564 0.1401 0.1704 0.1163 0.1466 0.0239 0.7133 0.1217 0.1852 0.1542 0.1552
0.3574 0.1426 0.1677 0.1187 0.1438 0.0239 0.7135 0.1217 0.1852 0.1542 0.1552
0.3584 0.1451 0.1650 0.1212 0.1411 0.0240 0.7138 0.1217 0.1852 0.1542 0.1552
0.3594 0.1476 0.1623 0.1237 0.1384 0.0240 0.7140 0.1217 0.1852 0.1542 0.1552
0.3604 0.1502 0.1596 0.1262 0.1357 0.0240 0.7142 0.1217 0.1852 0.1542 0.1552
0.3614 0.1527 0.1569 0.1287 0.1330 0.0240 0.7144 0.1217 0.1852 0.1542 0.1552
0.3624 0.1552 0.1542 0.1312 0.1303 0.0239 0.7146 0.1217 0.1852 0.1542 0.1552
0.3634 0.1577 0.1515 0.1338 0.1276 0.0239 0.7147 0.1217 0.1852 0.1542 0.1552
0.3644 0.1602 0.1488 0.1363 0.1250 0.0238 0.7149 0.1217 0.1852 0.1542 0.1552
0.3654 0.1627 0.1461 0.1389 0.1223 0.0238 0.7150 0.1217 0.1852 0.1542 0.1552
0.3664 0.1652 0.1434 0.1415 0.1197 0.0237 0.7151 0.1217 0.1852 0.1542 0.1552
0.3674 0.1677 0.1407 0.1441 0.1171 0.0236 0.7152 0.1217 0.1852 0.1542 0.1552
0.3684 0.1702 0.1380 0.1467 0.1145 0.0235 0.7153 0.1217 0.1852 0.1542 0.1552
0.3694 0.1727 0.1353 0.1493 0.1119 0.0234 0.7154 0.1217 0.1852 0.1542 0.1552
0.3704 0.1752 0.1326 0.1520 0.1093 0.0232 0.7155 0.1217 0.1852 0.1542 0.1552
0.3714 0.1777 0.1299 0.1546 0.1068 0.0231 0.7155 0.1217 0.1852 0.1542 0.1552
0.3724 0.1802 0.1272 0.1573 0.1042 0.0229 0.7156 0.1217 0.1852 0.1542 0.1552
0.3734 0.1827 0.1244 0.1599 0.1017 0.0227 0.7156 0.1217 0.1852 0.1542 0.1552
0.3744 0.1852 0.1217 0.1626 0.0992 0.0225 0.7156 0.1217 0.1852 0.1542 0.1552
0.3754 0.1877 0.1190 0.1653 0.0967 0.0223 0.7156 0.1217 0.1852 0.1542 0.1552
0.3764 0.1902 0.1163 0.1681 0.0942 0.0221 0.7156 0.1217 0.1852 0.1542 0.1552
0.3774 0.1927 0.1136 0.1708 0.0917 0.0219 0.7156 0.1217 0.1852 0.1542 0.1552
0.3784 0.1952 0.1109 0.1735 0.0893 0.0217 0.7155 0.1217 0.1852 0.1542 0.1552
0.3794 0.1977 0.1082 0.1763 0.0868 0.0214 0.7155 0.1217 0.1852 0.1542 0.1552
0.3804 0.2002 0.1055 0.1791 0.0844 0.0211 0.7154 0.1217 0.1852 0.1542 0.1552
0.3814 0.2027 0.1028 0.1819 0.0820 0.0208 0.7153 0.1217 0.1852 0.1542 0.1552
0.3824 0.2052 0.1001 0.1847 0.0796 0.0205 0.7152 0.1217 0.1852 0.1542 0.1552
0.3834 0.2077 0.0974 0.1875 0.0772 0.0202 0.7151 0.1217 0.1852 0.1542 0.1552
0.3844 0.2102 0.0947 0.1903 0.0748 0.0199 0.7150 0.1217 0.1852 0.1542 0.1552
0.3854 0.2127 0.0920 0.1931 0.0724 0.0196 0.7149 0.1217 0.1852 0.1542 0.1552
0.3864 0.2152 0.0893 0.1960 0.0701 0.0192 0.7147 0.1217 0.1852 0.1542 0.1552
0.3874 0.2177 0.0866 0.1989 0.0677 0.0188 0.7146 0.1217 0.1852 0.1542 0.1552
0.3884 0.2202 0.0839 0.2018 0.0654 0.0185 0.7144 0.1217 0.1852 0.1542 0.1552
0.3894 0.2227 0.0812 0.2046 0.0631 0.0181 0.7142 0.1217 0.1852 0.1542 0.1552
0.3904 0.2252 0.0785 0.2076 0.0608 0.0177 0.7140 0.1217 0.1852 0.1542 0.1552
0.3914 0.2277 0.0758 0.2105 0.0585 0.0173 0.7138 0.1217 0.1852 0.1542 0.1552
0.3924 0.2302 0.0730 0.2134 0.0562 0.0168 0.7135 0.1217 0.1852 0.1542 0.1552
0.3934 0.2327 0.0703 0.2164 0.0540 0.0164 0.7133 0.1217 0.1852 0.1542 0.1552
0.3944 0.2352 0.0676 0.2193 0.0517 0.0159 0.7130 0.1217 0.1852 0.1542 0.1552
0.3954 0.2377 0.0649 0.2223 0.0495 0.0154 0.7128 0.1217 0.1852 0.1542 0.1552
0.3964 0.2402 0.0622 0.2253 0.0473 0.0149 0.7125 0.1217 0.1852 0.1542 0.1552
0.3974 0.2427 0.0595 0.2283 0.0451 0.0144 0.7122 0.1217 0.1852 0.1542 0.1552
0.3984 0.2452 0.0568 0.2313 0.0429 0.0139 0.7119 0.1217 0.1852 0.1542 0.1552
0.3994 0.2477 0.0541 0.2343 0.0407 0.0134 0.7115 0.1217 0.1852 0.1542 0.1552
0.4004 0.2503 0.0514 0.2374 0.0385 0.0129 0.7112 0.1217 0.1852 0.1542 0.1552
0.4014 0.2528 0.0487 0.2404 0.0364 0.0123 0.7109 0.1217 0.1852 0.1542 0.1552
0.4024 0.2553 0.0460 0.2435 0.0343 0.0117 0.7105 0.1217 0.1852 0.1542 0.1552
0.4034 0.2578 0.0433 0.2466 0.0321 0.0112 0.7101 0.1217 0.1852 0.1542 0.1552
0.4044 0.2603 0.0406 0.2497 0.0300 0.0106 0.7097 0.1217 0.1852 0.1542 0.1552
0.4054 0.2628 0.0379 0.2528 0.0279 0.0100 0.7093 0.1217 0.1852 0.1542 0.1552
0.4064 0.2653 0.0352 0.2559 0.0258 0.0093 0.7089 0.1217 0.1852 0.1542 0.1552
0.4074 0.2678 0.0325 0.2591 0.0238 0.0087 0.7085 0.1217 0.1852 0.1542 0.1552
0.4084 0.2703 0.0298 0.2622 0.0217 0.0080 0.7080 0.1217 0.1852 0.1542 0.1552
0.4094 0.2728 0.0271 0.2654 0.0197 0.0074 0.7076 0.1217 0.1852 0.1542 0.1552
0.4104 0.2753 0.0243 0.2686 0.0176 0.0067 0.7071 0.1217 0.1852 0.1542 0.1552
0.4114 0.2778 0.0216 0.2718 0.0156 0.0060 0.7066 0.1217 0.1852 0.1542 0.1552
0.4124 0.2803 0.0189 0.2750 0.0136 0.0053 0.7061 0.1217 0.1852 0.1542 0.1552
0.4134 0.2828 0.0162 0.2782 0.0116 0.0046 0.7056 0.1217 0.1852 0.1542 0.1552
0.4144 0.2853 0.0135 0.2814 0.0097 0.0039 0.7050 0.1217 0.1852 0.1542 0.1552
0.4154 0.2878 0.0108 0.2847 0.0077 0.0031 0.7045 0.1217 0.1852 0.1542 0.1552
0.4164 0.2903 0.0081 0.2879 0.0058 0.0024 0.7039 0.1217 0.1852 0.1542 0.1552
0.4174 0.2928 0.0054 0.2912 0.0038 0.0016 0.7034 0.1217 0.1852 0.1542 0.1552
0.4184 0.2953 0.0027 0.2945 0.0019 0.0008 0.7028 0.1217 0.1852 0.1542 0.1552
0.4194 0.2978 0.0000 0.2978 0.0000 0.0000 0.7022 0.1217 0.1852 0.1542 0.1552
0.4204 0.3003 0.0000 0.3003 0.0000 0.0000 0.6997 0.1217 0.1852 0.1542 0.1552
0.4214 0.3028 0.0000 0.3028 0.0000 0.0000 0.6972 0.1217 0.1852 0.1542 0.1552
0.4224 0.3053 0.0000 0.3053 0.0000 0.0000 0.6947 0.1217 0.1852 0.1542 0.1552
0.4234 0.3078 0.0000 0.3078 0.0000 0.0000 0.6922 0.1217 0.1852 0.1542 0.1552
0.4244 0.3103 0.0000 0.3103 0.0000 0.0000 0.6897 0.1217 0.1852 0.1542 0.1552
0.4254 0.3128 0.0000 0.3128 0.0000 0.0000 0.6872 0.1217 0.1852 0.1542 0.1552
0.4264 0.3153 0.0000 0.3153 0.0000 0.0000 0.6847 0.1217 0.1852 0.1542 0.1552
0.4274 0.3178 0.0000 0.3178 0.0000 0.0000 0.6822 0.1217 0.1852 0.1542 0.1552
0.4284 0.3203 0.0000 0.3203 0.0000 0.0000 0.6797 0.1217 0.1852 0.1542 0.1552
0.4294 0.3228 0.0000 0.3228 0.0000 0.0000 0.6772 0.1217 0.1852 0.1542 0.1552
0.4304 0.3253 0.0000 0.3253 0.0000 0.0000 0.6747 0.1217 0.1852 0.1542 0.1552
0.4314 0.3278 0.0000 0.3278 0.0000 0.0000 0.6722 0.1217 0.1852 0.1542 0.1552
0.4324 0.3303 0.0000 0.3303 0.0000 0.0000 0.6697 0.1217 0.1852 0.1542 0.1552
0.4334 0.3328 0.0000 0.3328 0.0000 0.0000 0.6672 0.1217 0.1852 0.1542 0.1552
0.4344 0.3353 0.0000 0.3353 0.0000 0.0000 0.6647 0.1217 0.1852 0.1542 0.1552
0.4354 0.3378 0.0000 0.3378 0.0000 0.0000 0.6622 0.1217 0.1852 0.1542 0.1552
0.4364 0.3403 0.0000 0.3403 0.0000 0.0000 0.6597 0.1217 0.1852 0.1542 0.1552
0.4374 0.3428 0.0000 0.3428 0.0000 0.0000 0.6572 0.1217 0.1852 0.1542 0.1552
0.4384 0.3453 0.0000 0.3453 0.0000 0.0000 0.6547 0.1217 0.1852 0.1542 0.1552
0.4394 0.3478 0.0000 0.3478 0.0000 0.0000 0.6522 0.1217 0.1852 0.1542 0.1552
0.4404 0.3504 0.0000 0.3504 0.0000 0.0000 0.6496 0.1217 0.1852 0.1542 0.1552
0.4414 0.3529 0.0000 0.3529 0.0000 0.0000 0.6471 0.1217 0.1852 0.1542 0.1552
0.4424 0.3554 0.0000 0.3554 0.0000 0.0000 0.6446 0.1217 0.1852 0.1542 0.1552
0.4434 0.3579 0.0000 0.3579 0.0000 0.0000 0.6421 0.1217 0.1852 0.1542 0.1552
0.4444 0.3604 0.0000 0.3604 0.0000 0.0000 0.6396 0.1217 0.1852 0.1542 0.1552
0.4454 0.3629 0.0000 0.3629 0.0000 0.0000 0.6371 0.1217 0.1852 0.1542 0.1552
0.4464 0.3654 0.0000 0.3654 0.0000 0.0000 0.6346 0.1217 0.1852 0.1542 0.1552
0.4474 0.3679 0.0000 0.3679 0.0000 0.0000 0.6321 0.1217 0.1852 0.1542 0.1552
0.4484 0.3704 0.0000 0.3704 0.0000 0.0000 0.6296 0.1217 0.1852 0.1542 0.1552
0.4494 0.3729 0.0000 0.3729 0.0000 0.0000 0.6271 0.1217 0.1852 0.1542 0.1552
0.4505 0.3754 0.0000 0.3754 0.0000 0.0000 0.6246 0.1217 0.1852 0.1542 0.1552
0.4515 0.3779 0.0000 0.3779 0.0000 0.0000 0.6221 0.1217 0.1852 0.1542 0.1552
0.4525 0.3804 0.0000 0.3804 0.0000 0.0000 0.6196 0.1217 0.1852 0.1542 0.1552
0.4535 0.3829 0.0000 0.3829 0.0000 0.0000 0.6171 0.1217 0.1852 0.1542 0.1552
0.4545 0.3854 0.0000 0.3854 0.0000 0.0000 0.6146 0.1217 0.1852 0.1542 0.1552
0.4555 0.3879 0.0000 0.3879 0.0000 0.0000 0.6121 0.1217 0.1852 0.1542 0.1552
0.4565 0.3904 0.0000 0.3904 0.0000 0.0000 0.6096 0.1217 0.1852 0.1542 0.1552
0.4575 0.3929 0.0000 0.3929 0.0000 0.0000 0.6071 0.1217 0.1852 0.1542 0.1552
0.4585 0.3954 0.0000 0.3954 0.0000 0.0000 0.6046 0.1217 0.1852 0.1542 0.1552
0.4595 0.3979 0.0000 0.3979 0.0000 0.0000 0.6021 0.1217 0.1852 0.1542 0.1552
0.4605 0.4004 0.0000 0.4004 0.0000 0.0000 0.5996 0.1217 0.1852 0.1542 0.1552
0.4615 0.4029 0.0000 0.4029 0.0000 0.0000 0.5971 0.1217 0.1852 0.1542 0.1552
0.4625 0.4054 0.0000 0.4054 0.0000 0.0000 0.5946 0.1217 0.1852 0.1542 0.1552
0.4635 0.4079 0.0000 0.4079 0.0000 0.0000 0.5921 0.1217 0.1852 0.1542 0.1552
0.4645 0.4104 0.0000 0.4104 0.0000 0.0000 0.5896 0.1217 0.1852 0.1542 0.1552
0.4655 0.4129 0.0000 0.4129 0.0000 0.0000 0.5871 0.1217 0.1852 0.1542 0.1552
0.4665 0.4154 0.0000 0.4154 0.0000 0.0000 0.5846 0.1217 0.1852 0.1542 0.1552
0.4675 0.4179 0.0000 0.4179 0.0000 0.0000 0.5821 0.1217 0.1852 0.1542 0.1552
0.4685 0.4204 0.0000 0.4204 0.0000 0.0000 0.5796 0.1217 0.1852 0.1542 0.1552
0.4695 0.4229 0.0000 0.4229 0.0000 0.0000 0.5771 0.1217 0.1852 0.1542 0.1552
0.4705 0.4254 0.0000 0.4254 0.0000 0.0000 0.5746 0.1217 0.1852 0.1542 0.1552
0.4715 0.4279 0.0000 0.4279 0.0000 0.0000 0.5721 0.1217 0.1852 0.1542 0.1552
0.4725 0.4304 0.0000 0.4304 0.0000 0.0000 0.5696 0.1217 0.1852 0.1542 0.1552
0.4735 0.4329 0.0000 0.4329 0.0000 0.0000 0.5671 0.1217 0.1852 0.1542 0.1552
0.4745 0.4354 0.0000 0.4354 0.0000 0.0000 0.5646 0.1217 0.1852 0.1542 0.1552
0.4755 0.4379 0.0000 0.4379 0.0000 0.0000 0.5621 0.1217 0.1852 0.1542 0.1552
0.4765 0.4404 0.0000 0.4404 0.0000 0.0000 0.5596 0.1217 0.1852 0.1542 0.1552
0.4775 0.4429 0.0000 0.4429 0.0000 0.0000 0.5571 0.1217 0.1852 0.1542 0.1552
0.4785 0.4454 0.0000 0.4454 0.0000 0.0000 0.5546 0.1217 0.1852 0.1542 0.1552
0.4795 0.4479 0.0000 0.4479 0.0000 0.0000 0.5521 0.1217 0.1852 0.1542 0.1552
0.4805 0.4505 0.0000 0.4505 0.0000 0.0000 0.5495 0.1217 0.1852 0.1542 0.1552
0.4815 0.4530 0.0000 0.4530 0.0000 0.0000 0.5470 0.1217 0.1852 0.1542 0.1552
0.4825 0.4555 0.0000 0.4555 0.0000 0.0000 0.5445 0.1217 0.1852 0.1542 0.1552
0.4835 0.4580 0.0000 0.4580 0.0000 0.0000 0.5420 0.1217 0.1852 0.1542 0.1552
0.4845 0.4605 0.0000 0.4605 0.0000 0.0000 0.5395 0.1217 0.1852 0.1542 0.1552
0.4855 0.4630 0.0000 0.4630 0.0000 0.0000 0.5370 0.1217 0.1852 0.1542 0.1552
0.4865 0.4655 0.0000 0.4655 0.0000 0.0000 0.5345 0.1217 0.1852 0.1542 0.1552
0.4875 0.4680 0.0000 0.4680 0.0000 0.0000 0.5320 0.1217 0.1852 0.1542 0.1552
0.4885 0.4705 0.0000 0.4705 0.0000 0.0000 0.5295 0.1217 0.1852 0.1542 0.1552
0.4895 0.4730 0.0000 0.4730 0.0000 0.0000 0.5270 0.1217 0.1852 0.1542 0.1552
0.4905 0.4755 0.0000 0.4755 0.0000 0.0000 0.5245 0.1217 0.1852 0.1542 0.1552
0.4915 0.4780 0.0000 0.4780 0.0000 0.0000 0.5220 0.1217 0.1852 0.1542 0.1552
0.4925 0.4805 0.0000 0.4805 0.0000 0.0000 0.5195 0.1217 0.1852 0.1542 0.1552
0.4935 0.4830 0.0000 0.4830 0.0000 0.0000 0.5170 0.1217 0.1852 0.1542 0.1552
0.4945 0.4855 0.0000 0.4855 0.0000 0.0000 0.5145 0.1217 0.1852 0.1542 0.1552
