s PU PA_sym PA_asym
0.698699 2.500000 0.000000 0.000000
0.699700 2.500000 0.000000 0.000000
0.700701 0.000000 0.000000 0.000000
0.701702 0.000000 0.000000 0.000000
0.702703 0.000000 0.000000 0.000000
0.703704 0.000000 0.000000 0.000000
0.704705 0.000000 0.000000 0.000000
0.705706 0.000000 0.000000 0.000000
0.706707 0.000000 0.000000 0.000000
0.707708 0.000000 0.000000 0.000000
0.708709 0.000000 0.000000 0.000000
0.709710 0.000000 0.000000 0.000000
0.710711 0.000000 0.000000 0.000000
0.711712 0.000000 0.000000 0.000000
0.712713 0.000000 0.000000 0.000000
0.713714 0.000000 0.000000 0.000000
0.714715 0.000000 0.000000 0.000000
0.715716 0.000000 0.000000 0.000000
0.716717 0.000000 0.000000 0.000000
0.717718 0.000000 0.000000 0.000000
0.718719 0.000000 0.000000 0.000000
0.719720 0.000000 0.000000 0.000000
0.720721 0.000000 0.000000 0.000000
0.721722 0.000000 0.000000 0.000000
0.722723 0.000000 0.000000 0.000000
0.723724 0.000000 0.000000 0.000000
0.724725 0.000000 0.000000 0.000000
0.725726 0.000000 0.000000 0.000000
0.726727 0.000000 0.000000 0.000000
0.727728 0.000000 0.000000 0.000000
0.728729 0.000000 0.000000 0.000000
0.729730 0.000000 0.000000 0.000000
0.730731 0.000000 0.000000 0.000000
0.731732 0.000000 0.000000 0.000000
0.732733 0.000000 0.000000 0.000000
0.733734 0.000000 0.000000 0.000000
0.734735 0.000000 0.000000 0.000000
0.735736 0.000000 0.000000 0.000000
0.736737 0.000000 0.000000 0.000000
0.737738 0.000000 0.000000 0.000000
0.738739 0.000000 0.000000 0.000000
0.739740 0.000000 0.000000 0.000000
0.740741 0.000000 0.000000 0.000000
0.741742 0.000000 0.000000 0.000000
0.742743 0.000000 0.000000 0.000000
0.743744 0.000000 0.000000 0.000000
0.744745 0.000000 0.000000 0.000000
0.745746 0.000000 0.000000 0.000000
0.746747 0.000000 0.000000 0.000000
0.747748 0.000000 0.000000 0.000000
0.748749 0.000000 0.000000 0.000000
0.749750 0.000000 0.000000 0.000000
0.750751 0.000000 0.000000 0.000000
0.751752 0.000000 0.000000 0.000000
0.752753 0.000000 0.000000 0.000000
0.753754 0.000000 0.000000 0.000000
0.754755 0.000000 0.000000 0.000000
0.755756 0.000000 0.000000 0.000000
0.756757 0.000000 0.000000 0.000000
0.757758 0.000000 0.000000 0.000000
0.758759 0.000000 0.000000 0.000000
0.759760 0.000000 0.000000 0.000000
0.760761 0.000000 0.000000 0.000000
0.761762 0.000000 0.000000 0.000000
0.762763 0.000000 0.000000 0.000000
0.763764 0.000000 0.000000 0.000000
0.764765 0.000000 0.000000 0.000000
0.765766 0.000000 0.000000 0.000000
0.766767 0.000000 0.000000 0.000000
0.767768 0.000000 0.000000 0.000000
0.768769 0.000000 0.000000 0.000000
0.769770 0.000000 0.000000 0.000000
0.770771 0.000000 0.000000 0.000000
0.771772 0.000000 0.000000 0.000000
0.772773 0.000000 0.000000 0.000000
0.773774 0.000000 0.000000 0.000000
0.774775 0.000000 0.000000 0.000000
0.775776 0.000000 0.000000 0.000000
0.776777 0.000000 0.000000 0.000000
0.777778 0.000000 0.000000 0.000000
0.778779 0.000000 0.000000 0.000000
0.779780 0.000000 0.000000 0.000000
0.780781 0.000000 0.000000 0.000000
0.781782 0.000000 0.000000 0.000000
0.782783 0.000000 0.000000 0.000000
0.783784 0.000000 0.000000 0.000000
0.784785 0.000000 0.000000 0.000000
0.785786 0.000000 0.000000 0.000000
0.786787 0.000000 0.000000 0.000000
0.787788 0.000000 0.000000 0.000000
0.788789 0.000000 0.000000 0.000000
0.789790 0.000000 0.000000 0.000000
0.790791 0.000000 0.000000 0.000000
0.791792 0.000000 0.000000 0.000000
0.792793 0.000000 0.000000 0.000000
0.793794 0.000000 0.000000 0.000000
0.794795 0.000000 0.000000 0.000000
0.795796 0.000000 0.000000 0.000000
0.796797 0.000000 0.000000 0.000000
0.797798 0.000000 0.000000 0.000000
0.798799 0.000000 0.000000 0.000000
0.799800 0.000000 0.000000 0.000000
0.800801 0.000000 0.000000 0.000000
0.801802 0.000000 0.000000 0.000000
0.802803 0.000000 0.000000 0.000000
0.803804 0.000000 0.000000 0.000000
0.804805 0.000000 0.000000 0.000000
0.805806 0.000000 0.000000 0.000000
0.806807 0.000000 0.000000 0.000000
0.807808 0.000000 0.000000 0.000000
0.808809 0.000000 0.000000 0.000000
0.809810 0.000000 0.000000 0.000000
0.810811 0.000000 0.000000 0.000000
0.811812 0.000000 0.000000 0.000000
0.812813 0.000000 0.000000 0.000000
0.813814 0.000000 0.000000 0.000000
0.814815 0.000000 0.000000 0.000000
0.815816 0.000000 0.000000 0.000000
0.816817 0.000000 0.000000 0.000000
0.817818 0.000000 0.000000 0.000000
0.818819 0.000000 0.000000 0.000000
0.819820 0.000000 0.000000 0.000000
0.820821 0.000000 0.000000 0.000000
0.821822 0.000000 0.000000 0.000000
0.822823 0.000000 0.000000 0.000000
0.823824 0.000000 0.000000 0.000000
0.824825 0.000000 0.000000 0.000000
0.825826 0.000000 0.000000 0.000000
0.826827 0.000000 0.000000 0.000000
0.827828 0.000000 0.000000 0.000000
0.828829 0.000000 0.000000 0.000000
0.829830 0.000000 0.000000 0.000000
0.830831 0.000000 0.000000 0.000000
0.831832 0.000000 0.000000 0.000000
0.832833 0.000000 0.000000 0.000000
0.833834 0.000000 0.000000 0.000000
0.834835 0.000000 0.000000 0.000000
0.835836 0.000000 0.000000 0.000000
0.836837 0.000000 0.000000 0.000000
0.837838 0.000000 0.000000 0.000000
0.838839 0.000000 0.000000 0.000000
0.839840 0.000000 0.000000 0.000000
0.840841 0.000000 0.000000 0.000000
0.841842 0.000000 0.000000 0.000000
0.842843 0.000000 0.000000 0.000000
0.843844 0.000000 0.000000 0.000000
0.844845 0.000000 0.000000 0.000000
0.845846 0.000000 0.000000 0.000000
0.846847 0.000000 0.000000 0.000000
0.847848 0.000000 0.000000 0.000000
0.848849 0.000000 0.000000 0.000000
0.849850 0.000000 0.000000 0.000000
0.850851 0.000000 0.000000 0.000000
0.851852 0.000000 0.000000 0.000000
0.852853 0.000000 0.000000 0.000000
0.853854 0.000000 0.000000 0.000000
0.854855 0.000000 0.000000 0.000000
0.855856 0.000000 0.000000 0.000000
0.856857 0.000000 0.000000 0.000000
0.857858 0.000000 0.000000 0.000000
0.858859 0.000000 0.000000 0.000000
0.859860 0.000000 0.000000 0.000000
0.860861 0.000000 0.000000 0.000000
0.861862 0.000000 0.000000 0.000000
0.862863 0.000000 0.000000 0.000000
0.863864 0.000000 0.000000 0.000000
0.864865 0.000000 0.000000 0.000000
0.865866 0.000000 0.000000 0.000000
0.866867 0.000000 0.000000 0.000000
0.867868 0.000000 0.000000 0.000000
0.868869 0.000000 0.000000 0.000000
0.869870 0.000000 0.000000 0.000000
0.870871 0.000000 0.000000 0.000000
0.871872 0.000000 0.000000 0.000000
0.872873 0.000000 0.000000 0.000000
0.873874 0.000000 0.000000 0.000000
0.874875 0.000000 0.000000 0.000000
0.875876 0.000000 0.000000 0.000000
0.876877 0.000000 0.000000 0.000000
0.877878 0.000000 0.000000 0.000000
0.878879 0.000000 0.000000 0.000000
0.879880 0.000000 0.000000 0.000000
0.880881 0.000000 0.000000 0.000000
0.881882 0.000000 0.000000 0.000000
0.882883 0.000000 0.000000 0.000000
0.883884 0.000000 0.000000 0.000000
0.884885 0.000000 0.000000 0.000000
0.885886 0.000000 0.000000 0.000000
0.886887 0.000000 0.000000 0.000000
0.887888 0.000000 0.000000 0.000000
0.888889 0.000000 0.000000 0.000000
0.889890 0.000000 0.000000 0.000000
0.890891 0.000000 0.000000 0.000000
0.891892 0.000000 0.000000 0.000000
0.892893 0.000000 0.000000 0.000000
0.893894 0.000000 0.000000 0.000000
0.894895 0.000000 0.000000 0.000000
0.895896 0.000000 0.000000 0.000000
0.896897 0.000000 0.000000 0.000000
0.897898 0.000000 0.000000 0.000000
0.898899 0.000000 0.000000 0.000000
0.899900 0.000000 0.000000 0.000000
0.900901 0.000000 0.000000 0.000000
0.901902 0.000000 0.000000 0.000000
0.902903 0.000000 0.000000 0.000000
0.903904 0.000000 0.000000 0.000000
0.904905 0.000000 0.000000 0.000000
0.905906 0.000000 0.000000 0.000000
0.906907 0.000000 0.000000 0.000000
0.907908 0.000000 0.000000 0.000000
0.908909 0.000000 0.000000 0.000000
0.909910 0.000000 0.000000 0.000000
0.910911 0.000000 0.000000 0.000000
0.911912 0.000000 0.000000 0.000000
0.912913 0.000000 0.000000 0.000000
0.913914 0.000000 0.000000 0.000000
0.914915 0.000000 0.000000 0.000000
0.915916 0.000000 0.000000 0.000000
0.916917 0.000000 0.000000 0.000000
0.917918 0.000000 0.000000 0.000000
0.918919 0.000000 0.000000 0.000000
0.919920 0.000000 0.000000 0.000000
0.920921 0.000000 0.000000 0.000000
0.921922 0.000000 0.000000 0.000000
0.922923 0.000000 0.000000 0.000000
0.923924 0.000000 0.000000 0.000000
0.924925 0.000000 0.000000 0.000000
0.925926 0.000000 0.000000 0.000000
0.926927 0.000000 0.000000 0.000000
0.927928 0.000000 0.000000 0.000000
0.928929 0.000000 0.000000 0.000000
0.929930 0.000000 0.000000 0.000000
0.930931 0.000000 0.000000 0.000000
0.931932 0.000000 0.000000 0.000000
0.932933 0.000000 0.000000 0.000000
0.933934 0.000000 0.000000 0.000000
0.934935 0.000000 0.000000 0.000000
0.935936 0.000000 0.000000 0.000000
0.936937 0.000000 0.000000 0.000000
0.937938 0.000000 0.000000 0.000000
0.938939 0.000000 0.000000 0.000000
0.939940 0.000000 0.000000 0.000000
0.940941 0.000000 0.000000 0.000000
0.941942 0.000000 0.000000 0.000000
0.942943 0.000000 0.000000 0.000000
0.943944 0.000000 0.000000 0.000000
0.944945 0.000000 0.000000 0.000000
0.945946 0.000000 0.000000 0.000000
0.946947 0.000000 0.000000 0.000000
0.947948 0.000000 0.000000 0.000000
0.948949 0.000000 0.000000 0.000000
0.949950 0.000000 0.000000 0.000000
0.950951 0.000000 0.000000 0.000000
0.951952 0.000000 0.000000 0.000000
0.952953 0.000000 0.000000 0.000000
0.953954 0.000000 0.000000 0.000000
0.954955 0.000000 0.000000 0.000000
0.955956 0.000000 0.000000 0.000000
0.956957 0.000000 0.000000 0.000000
0.957958 0.000000 0.000000 0.000000
0.958959 0.000000 0.000000 0.000000
0.959960 0.000000 0.000000 0.000000
0.960961 0.000000 0.000000 0.000000
0.961962 0.000000 0.000000 0.000000
0.962963 0.000000 0.000000 0.000000
0.963964 0.000000 0.000000 0.000000
0.964965 0.000000 0.000000 0.000000
0.965966 0.000000 0.000000 0.000000
0.966967 0.000000 0.000000 0.000000
0.967968 0.000000 0.000000 0.000000
0.968969 0.000000 0.000000 0.000000
0.969970 0.000000 0.000000 0.000000
0.970971 0.000000 0.000000 0.000000
0.971972 0.000000 0.000000 0.000000
0.972973 0.000000 0.000000 0.000000
0.973974 0.000000 0.000000 0.000000
0.974975 0.000000 0.000000 0.000000
0.975976 0.000000 0.000000 0.000000
0.976977 0.000000 0.000000 0.000000
0.977978 0.000000 0.000000 0.000000
0.978979 0.000000 0.000000 0.000000
0.979980 0.000000 0.000000 0.000000
0.980981 0.000000 0.000000 0.000000
0.981982 0.000000 0.000000 0.000000
0.982983 0.000000 0.000000 0.000000
0.983984 0.000000 0.000000 0.000000
0.984985 0.000000 0.000000 0.000000
0.985986 0.000000 0.000000 0.000000
0.986987 0.000000 0.000000 0.000000
0.987988 0.000000 0.000000 0.000000
0.988989 0.000000 0.000000 0.000000
0.989990 0.000000 0.000000 0.000000
0.990991 0.000000 0.000000 0.000000
0.991992 0.000000 0.000000 0.000000
0.992993 0.000000 0.000000 0.000000
0.993994 0.000000 0.000000 0.000000
0.994995 0.000000 0.000000 0.000000
0.995996 0.000000 0.000000 0.000000
0.996997 0.000000 0.000000 0.000000
0.997998 0.000000 0.000000 0.000000
0.998999 0.000000 0.000000 0.000000
1.000000 0.000000 0.000000 0.000000
