s PU PA
0.2122 0.0000 3.3333
0.2132 0.0000 3.3333
0.2142 0.0000 3.3333
0.2152 0.0000 3.3333
0.2162 0.0000 3.3333
0.2172 0.0000 3.3333
0.2182 0.0000 3.3333
0.2192 0.0000 3.3333
0.2202 0.0000 3.3333
0.2212 0.0000 3.3333
0.2222 0.0000 3.3333
0.2232 0.0000 3.3333
0.2242 0.0000 3.3333
0.2252 0.0000 3.3333
0.2262 0.0000 3.3333
0.2272 0.0000 3.3333
0.2282 0.0000 3.3333
0.2292 0.0000 3.3333
0.2302 0.0000 3.3333
0.2312 0.0000 3.3333
0.2322 0.0000 3.3333
0.2332 0.0000 3.3333
0.2342 0.0000 3.3333
0.2352 0.0000 3.3333
0.2362 0.0000 3.3333
0.2372 0.0000 3.3333
0.2382 0.0000 3.3333
0.2392 0.0000 3.3333
0.2402 0.0000 3.3333
0.2412 0.0000 3.3333
0.2422 0.0000 3.3333
0.2432 0.0000 3.3333
0.2442 0.0000 3.3333
0.2452 0.0000 3.3333
0.2462 0.0000 3.3333
0.2472 0.0000 3.3333
0.2482 0.0000 3.3333
0.2492 0.0000 3.3333
0.2503 0.0000 3.3333
0.2513 0.0000 3.3333
0.2523 0.0000 3.3333
0.2533 0.0000 3.3333
0.2543 0.0000 3.3333
0.2553 0.0000 3.3333
0.2563 0.0000 3.3333
0.2573 0.0000 3.3333
0.2583 0.0000 3.3333
0.2593 0.0000 3.3333
0.2603 0.0000 3.3333
0.2613 0.0000 3.3333
0.2623 0.0000 3.3333
0.2633 0.0000 3.3333
0.2643 0.0000 3.3333
0.2653 0.0000 3.3333
0.2663 0.0000 3.3333
0.2673 0.0000 3.3333
0.2683 0.0000 3.3333
0.2693 0.0000 3.3333
0.2703 0.0000 3.3333
0.2713 0.0000 3.3333
0.2723 0.0000 3.3333
0.2733 0.0000 3.3333
0.2743 0.0000 3.3333
0.2753 0.0000 3.3333
0.2763 0.0000 3.3333
0.2773 0.0000 3.3333
0.2783 0.0000 3.3333
0.2793 0.0000 3.3333
0.2803 0.0000 3.3333
0.2813 0.0000 3.3333
0.2823 0.0000 3.3333
0.2833 0.0000 3.3333
0.2843 0.0000 3.3333
0.2853 0.0000 3.3333
0.2863 0.0000 3.3333
0.2873 0.0000 3.3333
0.2883 0.0000 3.3333
0.2893 0.0000 3.3333
0.2903 0.0000 3.3333
0.2913 0.0000 3.3333
0.2923 0.0000 3.3333
0.2933 0.0000 3.3333
0.2943 0.0000 3.3333
0.2953 0.0000 3.3333
0.2963 0.0000 3.3333
0.2973 0.0000 3.3333
0.2983 0.0000 3.3333
0.2993 0.0000 3.3333
0.3003 2.5000 3.3333
0.3013 2.5000 3.3333
0.3023 2.5000 3.3333
0.3033 2.5000 3.3333
0.3043 2.5000 3.3333
0.3053 2.5000 3.3333
0.3063 2.5000 3.3333
0.3073 2.5000 3.3333
0.3083 2.5000 3.3333
0.3093 2.5000 3.3333
0.3103 2.5000 3.3333
0.3113 2.5000 3.3333
0.3123 2.5000 3.3333
0.3133 2.5000 3.3333
0.3143 2.5000 3.3333
0.3153 2.5000 3.3333
0.3163 2.5000 3.3333
0.3173 2.5000 3.3333
0.3183 2.5000 3.3333
0.3193 2.5000 3.3333
0.3203 2.5000 3.3333
0.3213 2.5000 3.3333
0.3223 2.5000 3.3333
0.3233 2.5000 3.3333
0.3243 2.5000 3.3333
0.3253 2.5000 3.3333
0.3263 2.5000 3.3333
0.3273 2.5000 3.3333
0.3283 2.5000 3.3333
0.3293 2.5000 3.3333
0.3303 2.5000 3.3333
0.3313 2.5000 3.3333
0.3323 2.5000 3.3333
0.3333 2.5000 3.3333
0.3343 2.5000 3.3333
0.3353 2.5000 3.3333
0.3363 2.5000 3.3333
0.3373 2.5000 3.3333
0.3383 2.5000 3.3333
0.3393 2.5000 3.3333
0.3403 2.5000 3.3333
0.3413 2.5000 3.3333
0.3423 2.5000 3.3333
0.3433 2.5000 3.3333
0.3443 2.5000 3.3333
0.3453 2.5000 3.3333
0.3463 2.5000 3.3333
0.3473 2.5000 3.3333
0.3483 2.5000 3.3333
0.3493 2.5000 3.3333
0.3504 2.5000 0.0000
0.3514 2.5000 0.0000
0.3524 2.5000 0.0000
0.3534 2.5000 0.0000
0.3544 2.5000 0.0000
0.3554 2.5000 0.0000
0.3564 2.5000 0.0000
0.3574 2.5000 0.0000
0.3584 2.5000 0.0000
0.3594 2.5000 0.0000
0.3604 2.5000 0.0000
0.3614 2.5000 0.0000
0.3624 2.5000 0.0000
0.3634 2.5000 0.0000
0.3644 2.5000 0.0000
0.3654 2.5000 0.0000
0.3664 2.5000 0.0000
0.3674 2.5000 0.0000
0.3684 2.5000 0.0000
0.3694 2.5000 0.0000
0.3704 2.5000 0.0000
0.3714 2.5000 0.0000
0.3724 2.5000 0.0000
0.3734 2.5000 0.0000
0.3744 2.5000 0.0000
0.3754 2.5000 0.0000
0.3764 2.5000 0.0000
0.3774 2.5000 0.0000
0.3784 2.5000 0.0000
0.3794 2.5000 0.0000
0.3804 2.5000 0.0000
0.3814 2.5000 0.0000
0.3824 2.5000 0.0000
0.3834 2.5000 0.0000
0.3844 2.5000 0.0000
0.3854 2.5000 0.0000
0.3864 2.5000 0.0000
0.3874 2.5000 0.0000
0.3884 2.5000 0.0000
0.3894 2.5000 0.0000
0.3904 2.5000 0.0000
0.3914 2.5000 0.0000
0.3924 2.5000 0.0000
0.3934 2.5000 0.0000
0.3944 2.5000 0.0000
0.3954 2.5000 0.0000
0.3964 2.5000 0.0000
0.3974 2.5000 0.0000
0.3984 2.5000 0.0000
0.3994 2.5000 0.0000
0.4004 2.5000 0.0000
0.4014 2.5000 0.0000
0.4024 2.5000 0.0000
0.4034 2.5000 0.0000
0.4044 2.5000 0.0000
0.4054 2.5000 0.0000
0.4064 2.5000 0.0000
0.4074 2.5000 0.0000
0.4084 2.5000 0.0000
0.4094 2.5000 0.0000
0.4104 2.5000 0.0000
0.4114 2.5000 0.0000
0.4124 2.5000 0.0000
0.4134 2.5000 0.0000
0.4144 2.5000 0.0000
0.4154 2.5000 0.0000
0.4164 2.5000 0.0000
0.4174 2.5000 0.0000
0.4184 2.5000 0.0000
0.4194 2.5000 0.0000
0.4204 2.5000 0.0000
0.4214 2.5000 0.0000
0.4224 2.5000 0.0000
0.4234 2.5000 0.0000
0.4244 2.5000 0.0000
0.4254 2.5000 0.0000
0.4264 2.5000 0.0000
0.4274 2.5000 0.0000
0.4284 2.5000 0.0000
0.4294 2.5000 0.0000
0.4304 2.5000 0.0000
0.4314 2.5000 0.0000
0.4324 2.5000 0.0000
0.4334 2.5000 0.0000
0.4344 2.5000 0.0000
0.4354 2.5000 0.0000
0.4364 2.5000 0.0000
0.4374 2.5000 0.0000
0.4384 2.5000 0.0000
0.4394 2.5000 0.0000
0.4404 2.5000 0.0000
0.4414 2.5000 0.0000
0.4424 2.5000 0.0000
0.4434 2.5000 0.0000
0.4444 2.5000 0.0000
0.4454 2.5000 0.0000
0.4464 2.5000 0.0000
0.4474 2.5000 0.0000
0.4484 2.5000 0.0000
0.4494 2.5000 0.0000
0.4505 2.5000 0.0000
0.4515 2.5000 0.0000
0.4525 2.5000 0.0000
0.4535 2.5000 0.0000
0.4545 2.5000 0.0000
0.4555 2.5000 0.0000
0.4565 2.5000 0.0000
0.4575 2.5000 0.0000
0.4585 2.5000 0.0000
0.4595 2.5000 0.0000
0.4605 2.5000 0.0000
0.4615 2.5000 0.0000
0.4625 2.5000 0.0000
0.4635 2.5000 0.0000
0.4645 2.5000 0.0000
0.4655 2.5000 0.0000
0.4665 2.5000 0.0000
0.4675 2.5000 0.0000
0.4685 2.5000 0.0000
0.4695 2.5000 0.0000
0.4705 2.5000 0.0000
0.4715 2.5000 0.0000
0.4725 2.5000 0.0000
0.4735 2.5000 0.0000
0.4745 2.5000 0.0000
0.4755 2.5000 0.0000
0.4765 2.5000 0.0000
0.4775 2.5000 0.0000
0.4785 2.5000 0.0000
0.4795 2.5000 0.0000
0.4805 2.5000 0.0000
0.4815 2.5000 0.0000
0.4825 2.5000 0.0000
0.4835 2.5000 0.0000
0.4845 2.5000 0.0000
0.4855 2.5000 0.0000
0.4865 2.5000 0.0000
0.4875 2.5000 0.0000
0.4885 2.5000 0.0000
0.4895 2.5000 0.0000
0.4905 2.5000 0.0000
0.4915 2.5000 0.0000
0.4925 2.5000 0.0000
0.4935 2.5000 0.0000
0.4945 2.5000 0.0000
0.4955 2.5000 0.0000
0.4965 2.5000 0.0000
0.4975 2.5000 0.0000
0.4985 2.5000 0.0000
0.4995 2.5000 0.0000
0.5005 2.5000 0.0000
0.5015 2.5000 0.0000
0.5025 2.5000 0.0000
0.5035 2.5000 0.0000
0.5045 2.5000 0.0000
0.5055 2.5000 0.0000
0.5065 2.5000 0.0000
0.5075 2.5000 0.0000
0.5085 2.5000 0.0000
0.5095 2.5000 0.0000
0.5105 2.5000 0.0000
0.5115 2.5000 0.0000
0.5125 2.5000 0.0000
0.5135 2.5000 0.0000
0.5145 2.5000 0.0000
0.5155 2.5000 0.0000
0.5165 2.5000 0.0000
0.5175 2.5000 0.0000
0.5185 2.5000 0.0000
0.5195 2.5000 0.0000
0.5205 2.5000 0.0000
0.5215 2.5000 0.0000
0.5225 2.5000 0.0000
0.5235 2.5000 0.0000
0.5245 2.5000 0.0000
0.5255 2.5000 0.0000
0.5265 2.5000 0.0000
0.5275 2.5000 0.0000
0.5285 2.5000 0.0000
0.5295 2.5000 0.0000
0.5305 2.5000 0.0000
0.5315 2.5000 0.0000
0.5325 2.5000 0.0000
0.5335 2.5000 0.0000
0.5345 2.5000 0.0000
0.5355 2.5000 0.0000
0.5365 2.5000 0.0000
0.5375 2.5000 0.0000
0.5385 2.5000 0.0000
0.5395 2.5000 0.0000
0.5405 2.5000 0.0000
0.5415 2.5000 0.0000
0.5425 2.5000 0.0000
0.5435 2.5000 0.0000
0.5445 2.5000 0.0000
0.5455 2.5000 0.0000
0.5465 2.5000 0.0000
0.5475 2.5000 0.0000
0.5485 2.5000 0.0000
0.5495 2.5000 0.0000
0.5506 2.5000 0.0000
0.5516 2.5000 0.0000
0.5526 2.5000 0.0000
0.5536 2.5000 0.0000
0.5546 2.5000 0.0000
0.5556 2.5000 0.0000
0.5566 2.5000 0.0000
0.5576 2.5000 0.0000
0.5586 2.5000 0.0000
0.5596 2.5000 0.0000
0.5606 2.5000 0.0000
0.5616 2.5000 0.0000
0.5626 2.5000 0.0000
0.5636 2.5000 0.0000
0.5646 2.5000 0.0000
0.5656 2.5000 0.0000
0.5666 2.5000 0.0000
0.5676 2.5000 0.0000
0.5686 2.5000 0.0000
0.5696 2.5000 0.0000
0.5706 2.5000 0.0000
0.5716 2.5000 0.0000
0.5726 2.5000 0.0000
0.5736 2.5000 0.0000
0.5746 2.5000 0.0000
0.5756 2.5000 0.0000
0.5766 2.5000 0.0000
0.5776 2.5000 0.0000
0.5786 2.5000 0.0000
0.5796 2.5000 0.0000
0.5806 2.5000 0.0000
0.5816 2.5000 0.0000
0.5826 2.5000 0.0000
0.5836 2.5000 0.0000
0.5846 2.5000 0.0000
0.5856 2.5000 0.0000
0.5866 2.5000 0.0000
0.5876 2.5000 0.0000
0.5886 2.5000 0.0000
0.5896 2.5000 0.0000
0.5906 2.5000 0.0000
0.5916 2.5000 0.0000
0.5926 2.5000 0.0000
0.5936 2.5000 0.0000
0.5946 2.5000 0.0000
0.5956 2.5000 0.0000
0.5966 2.5000 0.0000
0.5976 2.5000 0.0000
0.5986 2.5000 0.0000
0.5996 2.5000 0.0000
0.6006 2.5000 0.0000
0.6016 2.5000 0.0000
0.6026 2.5000 0.0000
0.6036 2.5000 0.0000
0.6046 2.5000 0.0000
0.6056 2.5000 0.0000
0.6066 2.5000 0.0000
0.6076 2.5000 0.0000
0.6086 2.5000 0.0000
0.6096 2.5000 0.0000
0.6106 2.5000 0.0000
0.6116 2.5000 0.0000
0.6126 2.5000 0.0000
0.6136 2.5000 0.0000
0.6146 2.5000 0.0000
0.6156 2.5000 0.0000
0.6166 2.5000 0.0000
0.6176 2.5000 0.0000
0.6186 2.5000 0.0000
0.6196 2.5000 0.0000
0.6206 2.5000 0.0000
0.6216 2.5000 0.0000
0.6226 2.5000 0.0000
0.6236 2.5000 0.0000
0.6246 2.5000 0.0000
0.6256 2.5000 0.0000
0.6266 2.5000 0.0000
0.6276 2.5000 0.0000
0.6286 2.5000 0.0000
0.6296 2.5000 0.0000
0.6306 2.5000 0.0000
0.6316 2.5000 0.0000
0.6326 2.5000 0.0000
0.6336 2.5000 0.0000
0.6346 2.5000 0.0000
0.6356 2.5000 0.0000
0.6366 2.5000 0.0000
0.6376 2.5000 0.0000
0.6386 2.5000 0.0000
0.6396 2.5000 0.0000
0.6406 2.5000 0.0000
0.6416 2.5000 0.0000
0.6426 2.5000 0.0000
0.6436 2.5000 0.0000
0.6446 2.5000 0.0000
0.6456 2.5000 0.0000
0.6466 2.5000 0.0000
0.6476 2.5000 0.0000
0.6486 2.5000 0.0000
0.6496 2.5000 0.0000
0.6507 2.5000 0.0000
0.6517 2.5000 0.0000
0.6527 2.5000 0.0000
0.6537 2.5000 0.0000
0.6547 2.5000 0.0000
0.6557 2.5000 0.0000
0.6567 2.5000 0.0000
0.6577 2.5000 0.0000
0.6587 2.5000 0.0000
0.6597 2.5000 0.0000
0.6607 2.5000 0.0000
0.6617 2.5000 0.0000
0.6627 2.5000 0.0000
0.6637 2.5000 0.0000
0.6647 2.5000 0.0000
0.6657 2.5000 0.0000
0.6667 2.5000 0.0000
0.6677 2.5000 0.0000
0.6687 2.5000 0.0000
0.6697 2.5000 0.0000
0.6707 2.5000 0.0000
0.6717 2.5000 0.0000
0.6727 2.5000 0.0000
0.6737 2.5000 0.0000
0.6747 2.5000 0.0000
0.6757 2.5000 0.0000
0.6767 2.5000 0.0000
0.6777 2.5000 0.0000
0.6787 2.5000 0.0000
0.6797 2.5000 0.0000
0.6807 2.5000 0.0000
0.6817 2.5000 0.0000
0.6827 2.5000 0.0000
0.6837 2.5000 0.0000
0.6847 2.5000 0.0000
0.6857 2.5000 0.0000
0.6867 2.5000 0.0000
0.6877 2.5000 0.0000
0.6887 2.5000 0.0000
0.6897 2.5000 0.0000
0.6907 2.5000 0.0000
0.6917 2.5000 0.0000
0.6927 2.5000 0.0000
0.6937 2.5000 0.0000
0.6947 2.5000 0.0000
0.6957 2.5000 0.0000
0.6967 2.5000 0.0000
0.6977 2.5000 0.0000
0.6987 2.5000 0.0000
0.6997 2.5000 0.0000
0.7007 0.0000 0.0000
0.7017 0.0000 0.0000
0.7027 0.0000 0.0000
0.7037 0.0000 0.0000
0.7047 0.0000 0.0000
0.7057 0.0000 0.0000
0.7067 0.0000 0.0000
0.7077 0.0000 0.0000
0.7087 0.0000 0.0000
0.7097 0.0000 0.0000
0.7107 0.0000 0.0000
0.7117 0.0000 0.0000
0.7127 0.0000 0.0000
0.7137 0.0000 0.0000
0.7147 0.0000 0.0000
0.7157 0.0000 0.0000
0.7167 0.0000 0.0000
0.7177 0.0000 0.0000
0.7187 0.0000 0.0000
0.7197 0.0000 0.0000
0.7207 0.0000 0.0000
0.7217 0.0000 0.0000
0.7227 0.0000 0.0000
0.7237 0.0000 0.0000
0.7247 0.0000 0.0000
0.7257 0.0000 0.0000
0.7267 0.0000 0.0000
0.7277 0.0000 0.0000
0.7287 0.0000 0.0000
0.7297 0.0000 0.0000
0.7307 0.0000 0.0000
0.7317 0.0000 0.0000
0.7327 0.0000 0.0000
0.7337 0.0000 0.0000
0.7347 0.0000 0.0000
0.7357 0.0000 0.0000
0.7367 0.0000 0.0000
0.7377 0.0000 0.0000
0.7387 0.0000 0.0000
0.7397 0.0000 0.0000
0.7407 0.0000 0.0000
0.7417 0.0000 0.0000
0.7427 0.0000 0.0000
0.7437 0.0000 0.0000
0.7447 0.0000 0.0000
0.7457 0.0000 0.0000
0.7467 0.0000 0.0000
0.7477 0.0000 0.0000
0.7487 0.0000 0.0000
0.7497 0.0000 0.0000
0.7508 0.0000 0.0000
0.7518 0.0000 0.0000
0.7528 0.0000 0.0000
0.7538 0.0000 0.0000
0.7548 0.0000 0.0000
0.7558 0.0000 0.0000
0.7568 0.0000 0.0000
0.7578 0.0000 0.0000
0.7588 0.0000 0.0000
0.7598 0.0000 0.0000
0.7608 0.0000 0.0000
0.7618 0.0000 0.0000
0.7628 0.0000 0.0000
0.7638 0.0000 0.0000
0.7648 0.0000 0.0000
0.7658 0.0000 0.0000
0.7668 0.0000 0.0000
0.7678 0.0000 0.0000
0.7688 0.0000 0.0000
0.7698 0.0000 0.0000
0.7708 0.0000 0.0000
0.7718 0.0000 0.0000
0.7728 0.0000 0.0000
0.7738 0.0000 0.0000
0.7748 0.0000 0.0000
0.7758 0.0000 0.0000
0.7768 0.0000 0.0000
0.7778 0.0000 0.0000
0.7788 0.0000 0.0000
0.7798 0.0000 0.0000
0.7808 0.0000 0.0000
0.7818 0.0000 0.0000
0.7828 0.0000 0.0000
0.7838 0.0000 0.0000
0.7848 0.0000 0.0000
0.7858 0.0000 0.0000
0.7868 0.0000 0.0000
0.7878 0.0000 0.0000
0.7888 0.0000 0.0000
0.7898 0.0000 0.0000
0.7908 0.0000 0.0000
0.7918 0.0000 0.0000
0.7928 0.0000 0.0000
0.7938 0.0000 0.0000
0.7948 0.0000 0.0000
0.7958 0.0000 0.0000
0.7968 0.0000 0.0000
0.7978 0.0000 0.0000
0.7988 0.0000 0.0000
0.7998 0.0000 0.0000
0.8008 0.0000 0.0000
0.8018 0.0000 0.0000
0.8028 0.0000 0.0000
0.8038 0.0000 0.0000
0.8048 0.0000 0.0000
0.8058 0.0000 0.0000
0.8068 0.0000 0.0000
0.8078 0.0000 0.0000
0.8088 0.0000 0.0000
0.8098 0.0000 0.0000
0.8108 0.0000 0.0000
0.8118 0.0000 0.0000
0.8128 0.0000 0.0000
0.8138 0.0000 0.0000
0.8148 0.0000 0.0000
0.8158 0.0000 0.0000
0.8168 0.0000 0.0000
0.8178 0.0000 0.0000
0.8188 0.0000 0.0000
0.8198 0.0000 0.0000
0.8208 0.0000 0.0000
0.8218 0.0000 0.0000
0.8228 0.0000 0.0000
0.8238 0.0000 0.0000
0.8248 0.0000 0.0000
0.8258 0.0000 0.0000
0.8268 0.0000 0.0000
0.8278 0.0000 0.0000
0.8288 0.0000 0.0000
0.8298 0.0000 0.0000
0.8308 0.0000 0.0000
0.8318 0.0000 0.0000
0.8328 0.0000 0.0000
0.8338 0.0000 0.0000
0.8348 0.0000 0.0000
0.8358 0.0000 0.0000
0.8368 0.0000 0.0000
0.8378 0.0000 0.0000
0.8388 0.0000 0.0000
0.8398 0.0000 0.0000
0.8408 0.0000 0.0000
0.8418 0.0000 0.0000
0.8428 0.0000 0.0000
0.8438 0.0000 0.0000
0.8448 0.0000 0.0000
0.8458 0.0000 0.0000
0.8468 0.0000 0.0000
0.8478 0.0000 0.0000
0.8488 0.0000 0.0000
0.8498 0.0000 0.0000
0.8509 0.0000 0.0000
0.8519 0.0000 0.0000
0.8529 0.0000 0.0000
0.8539 0.0000 0.0000
0.8549 0.0000 0.0000
0.8559 0.0000 0.0000
0.8569 0.0000 0.0000
0.8579 0.0000 0.0000
0.8589 0.0000 0.0000
0.8599 0.0000 0.0000
0.8609 0.0000 0.0000
0.8619 0.0000 0.0000
0.8629 0.0000 0.0000
0.8639 0.0000 0.0000
0.8649 0.0000 0.0000
0.8659 0.0000 0.0000
0.8669 0.0000 0.0000
0.8679 0.0000 0.0000
0.8689 0.0000 0.0000
0.8699 0.0000 0.0000
0.8709 0.0000 0.0000
0.8719 0.0000 0.0000
0.8729 0.0000 0.0000
0.8739 0.0000 0.0000
0.8749 0.0000 0.0000
0.8759 0.0000 0.0000
0.8769 0.0000 0.0000
0.8779 0.0000 0.0000
0.8789 0.0000 0.0000
0.8799 0.0000 0.0000
0.8809 0.0000 0.0000
0.8819 0.0000 0.0000
0.8829 0.0000 0.0000
0.8839 0.0000 0.0000
0.8849 0.0000 0.0000
0.8859 0.0000 0.0000
0.8869 0.0000 0.0000
0.8879 0.0000 0.0000
0.8889 0.0000 0.0000
0.8899 0.0000 0.0000
0.8909 0.0000 0.0000
0.8919 0.0000 0.0000
0.8929 0.0000 0.0000
0.8939 0.0000 0.0000
0.8949 0.0000 0.0000
0.8959 0.0000 0.0000
0.8969 0.0000 0.0000
0.8979 0.0000 0.0000
0.8989 0.0000 0.0000
0.8999 0.0000 0.0000
0.9009 0.0000 0.0000
0.9019 0.0000 0.0000
0.9029 0.0000 0.0000
0.9039 0.0000 0.0000
0.9049 0.0000 0.0000
0.9059 0.0000 0.0000
0.9069 0.0000 0.0000
0.9079 0.0000 0.0000
0.9089 0.0000 0.0000
0.9099 0.0000 0.0000
0.9109 0.0000 0.0000
0.9119 0.0000 0.0000
0.9129 0.0000 0.0000
0.9139 0.0000 0.0000
0.9149 0.0000 0.0000
0.9159 0.0000 0.0000
0.9169 0.0000 0.0000
0.9179 0.0000 0.0000
0.9189 0.0000 0.0000
0.9199 0.0000 0.0000
0.9209 0.0000 0.0000
0.9219 0.0000 0.0000
0.9229 0.0000 0.0000
0.9239 0.0000 0.0000
0.9249 0.0000 0.0000
0.9259 0.0000 0.0000
0.9269 0.0000 0.0000
0.9279 0.0000 0.0000
0.9289 0.0000 0.0000
0.9299 0.0000 0.0000
0.9309 0.0000 0.0000
0.9319 0.0000 0.0000
