s PU_case1 PA_case1 PU_case2 PA_case2 PU_case3 PA_case3
0.0901 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0911 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0921 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0931 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0941 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0951 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0961 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0971 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0981 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0991 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1011 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1021 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1031 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1041 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1051 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1061 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1071 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1081 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1091 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1101 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1111 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1121 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1131 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1141 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1151 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1161 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1171 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1181 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1191 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1201 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1211 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1221 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1231 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1241 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1251 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1261 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1271 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1281 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1291 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1301 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1311 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1321 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1331 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1341 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1351 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1361 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1371 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1381 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1391 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1401 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1411 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1421 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1431 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1441 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1451 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1461 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1471 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1481 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1491 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1502 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1512 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1522 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1532 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1542 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1552 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1562 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1572 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1582 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1592 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1602 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1612 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1622 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1632 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1642 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1652 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1662 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1672 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1682 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1692 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1702 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1712 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1722 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1732 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1742 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1752 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1762 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1772 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1782 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1792 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1802 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1812 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1822 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1832 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1842 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1852 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1862 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1872 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1882 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1892 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1902 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1912 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1922 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1932 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1942 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1952 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1962 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1972 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1982 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.1992 0.0000 4.0000 0.0000 0.0000 0.0000 2.0000
0.2002 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2012 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2022 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2032 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2042 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2052 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2062 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2072 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2082 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2092 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2102 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2112 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2122 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2132 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2142 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2152 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2162 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2172 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2182 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2192 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2202 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2212 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2222 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2232 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2242 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2252 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2262 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2272 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2282 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2292 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2302 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2312 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2322 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2332 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2342 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2352 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2362 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2372 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2382 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2392 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2402 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2412 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2422 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2432 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2442 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2452 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2462 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2472 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2482 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2492 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2503 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2513 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2523 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2533 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2543 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2553 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2563 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2573 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2583 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2593 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2603 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2613 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2623 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2633 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2643 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2653 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2663 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2673 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2683 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2693 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2703 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2713 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2723 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2733 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2743 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2753 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2763 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2773 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2783 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2793 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2803 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2813 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2823 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2833 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2843 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2853 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2863 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2873 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2883 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2893 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2903 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2913 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2923 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2933 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2943 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2953 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2963 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2973 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2983 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.2993 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3003 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3013 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3023 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3033 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3043 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3053 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3063 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3073 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3083 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3093 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3103 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3113 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3123 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3133 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3143 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3153 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3163 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3173 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3183 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3193 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3203 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3213 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3223 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3233 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3243 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3253 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3263 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3273 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3283 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3293 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3303 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3313 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3323 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3333 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3343 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3353 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3363 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3373 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3383 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3393 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3403 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3413 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3423 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3433 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3443 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3453 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3463 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3473 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3483 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3493 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3504 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3514 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3524 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3534 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3544 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3554 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3564 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3574 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3584 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3594 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3604 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3614 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3624 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3634 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3644 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3654 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3664 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3674 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3684 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3694 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3704 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3714 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3724 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3734 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3744 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3754 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3764 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3774 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3784 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3794 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3804 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3814 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3824 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3834 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3844 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3854 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3864 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3874 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3884 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3894 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3904 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3914 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3924 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3934 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3944 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3954 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
0.3964 0.0000 4.0000 1.5385 0.0000 0.0000 2.0000
