kind,probe,target,score
genuine,Training__Digital_Persona__Live__012_1_0.png__ceda9615__012_1_0.png,Testing__Digital_Persona__Live__012_1_0.png__8ee9bfba__012_1_0.png,198.6443518486
genuine,Training__Digital_Persona__Live__012_1_0.png__ceda9615__012_1_0.png,Testing__Digital_Persona__Live__012_1_1.png__7ce1fab0__012_1_1.png,67.2901760627
genuine,Training__Digital_Persona__Live__012_1_0.png__ceda9615__012_1_0.png,Testing__Digital_Persona__Live__012_1_2.png__e96633cb__012_1_2.png,102.3319473631
genuine,Training__Digital_Persona__Live__012_1_0.png__ceda9615__012_1_0.png,Testing__Digital_Persona__Live__012_1_3.png__1383b772__012_1_3.png,48.8021076114
genuine,Training__Digital_Persona__Live__012_1_0.png__ceda9615__012_1_0.png,Testing__Digital_Persona__Live__012_1_4.png__9707f91c__012_1_4.png,54.7218383067
genuine,Training__Digital_Persona__Live__012_1_0.png__ceda9615__012_1_0.png,Testing__Digital_Persona__Live__012_1_5.png__ce660302__012_1_5.png,59.6611473668
genuine,Training__Digital_Persona__Live__012_1_0.png__ceda9615__012_1_0.png,Testing__Digital_Persona__Live__012_1_6.png__b8bcdfa3__012_1_6.png,39.7693803526
genuine,Training__Digital_Persona__Live__012_1_0.png__ceda9615__012_1_0.png,Testing__Digital_Persona__Live__012_1_7.png__e5b58e0b__012_1_7.png,92.2047428944
genuine,Training__Digital_Persona__Live__012_1_0.png__ceda9615__012_1_0.png,Testing__Digital_Persona__Live__012_1_8.png__7de6658c__012_1_8.png,34.9891417384
genuine,Training__Digital_Persona__Live__012_1_0.png__ceda9615__012_1_0.png,Testing__Digital_Persona__Live__012_1_9.png__a35e91f6__012_1_9.png,4.3647643039
genuine,Training__Digital_Persona__Live__012_1_0.png__ceda9615__012_1_0.png,Training__Digital_Persona__Live__012_1_6.png__6125947e__012_1_6.png,39.7693803526
genuine,Training__Digital_Persona__Live__012_1_0.png__ceda9615__012_1_0.png,Training__Digital_Persona__Live__012_1_7.png__1bee00d6__012_1_7.png,92.2047428944
