kind,probe,target,score
genuine,Training__Digital_Persona__Live__010_1_0.png__41840b70__010_1_0.png,Testing__Digital_Persona__Live__010_1_0.png__88a2a760__010_1_0.png,291.9119366935
genuine,Training__Digital_Persona__Live__010_1_0.png__41840b70__010_1_0.png,Testing__Digital_Persona__Live__010_1_1.png__2adafea8__010_1_1.png,46.4790687841
genuine,Training__Digital_Persona__Live__010_1_0.png__41840b70__010_1_0.png,Testing__Digital_Persona__Live__010_1_2.png__03cc870b__010_1_2.png,80.6195378614
genuine,Training__Digital_Persona__Live__010_1_0.png__41840b70__010_1_0.png,Testing__Digital_Persona__Live__010_1_3.png__f18aa3bd__010_1_3.png,110.0801551812
genuine,Training__Digital_Persona__Live__010_1_0.png__41840b70__010_1_0.png,Testing__Digital_Persona__Live__010_1_4.png__f71a79c5__010_1_4.png,106.4043773198
genuine,Training__Digital_Persona__Live__010_1_0.png__41840b70__010_1_0.png,Testing__Digital_Persona__Live__010_1_5.png__a5ab2507__010_1_5.png,82.1287600776
genuine,Training__Digital_Persona__Live__010_1_0.png__41840b70__010_1_0.png,Testing__Digital_Persona__Live__010_1_6.png__6630d9ad__010_1_6.png,15.2407809062
genuine,Training__Digital_Persona__Live__010_1_0.png__41840b70__010_1_0.png,Testing__Digital_Persona__Live__010_1_7.png__f516ee37__010_1_7.png,101.7519790587
genuine,Training__Digital_Persona__Live__010_1_0.png__41840b70__010_1_0.png,Testing__Digital_Persona__Live__010_1_8.png__c693a9a3__010_1_8.png,72.5166738929
genuine,Training__Digital_Persona__Live__010_1_0.png__41840b70__010_1_0.png,Testing__Digital_Persona__Live__010_1_9.png__aeb05b4a__010_1_9.png,90.9651411716
genuine,Training__Digital_Persona__Live__010_1_0.png__41840b70__010_1_0.png,Training__Digital_Persona__Live__010_1_6.png__753b4569__010_1_6.png,15.2407809062
