kind,probe,target,score
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Testing__Digital_Persona__Live__014_1_0.png__f90db08f__014_1_0.png,455.1302108052
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Testing__Digital_Persona__Live__014_1_1.png__0bcf5c87__014_1_1.png,55.0051905454
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Testing__Digital_Persona__Live__014_1_2.png__d7e8f3e2__014_1_2.png,103.5875873836
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Testing__Digital_Persona__Live__014_1_3.png__04e056a6__014_1_3.png,24.6888040019
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Testing__Digital_Persona__Live__014_1_4.png__d32e77a0__014_1_4.png,62.8280309875
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Testing__Digital_Persona__Live__014_1_5.png__eb9a6add__014_1_5.png,15.2654235218
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Testing__Digital_Persona__Live__014_1_6.png__f83cb41a__014_1_6.png,59.5939795715
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Testing__Digital_Persona__Live__014_1_7.png__4bef34a2__014_1_7.png,43.0905178361
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Testing__Digital_Persona__Live__014_1_8.png__e6f93e96__014_1_8.png,112.5194039153
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Testing__Digital_Persona__Live__014_1_9.png__4c4b34b9__014_1_9.png,199.2437493659
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Training__Digital_Persona__Live__014_1_6.png__0f7f724e__014_1_6.png,59.5939795715
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Training__Digital_Persona__Live__014_1_7.png__dedeecc1__014_1_7.png,43.0905178361
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Training__Digital_Persona__Live__014_1_8.png__0a1cc776__014_1_8.png,112.5194039153
genuine,Training__Digital_Persona__Live__014_1_0.png__e063c502__014_1_0.png,Training__Digital_Persona__Live__014_1_9.png__5822997b__014_1_9.png,199.2437493659
genuine,Training__Digital_Persona__Live__014_1_1.png__a8ca7c45__014_1_1.png,Testing__Digital_Persona__Live__014_1_0.png__f90db08f__014_1_0.png,55.0051898218
