kind,probe,target,score
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Testing__Digital_Persona__Live__010_6_0.png__7f288180__010_6_0.png,268.5950407536
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Testing__Digital_Persona__Live__010_6_1.png__69a9205f__010_6_1.png,91.7192491875
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Testing__Digital_Persona__Live__010_6_2.png__54610a00__010_6_2.png,76.1975251915
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Testing__Digital_Persona__Live__010_6_3.png__b6c378ba__010_6_3.png,71.6140018762
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Testing__Digital_Persona__Live__010_6_4.png__ada4df20__010_6_4.png,77.3006487068
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Testing__Digital_Persona__Live__010_6_5.png__ed818404__010_6_5.png,87.1016651757
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Testing__Digital_Persona__Live__010_6_6.png__85a3f9e3__010_6_6.png,77.9757077103
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Testing__Digital_Persona__Live__010_6_7.png__fa15b4e4__010_6_7.png,78.9004092394
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Testing__Digital_Persona__Live__010_6_8.png__a04f192b__010_6_8.png,70.8511916231
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Testing__Digital_Persona__Live__010_6_9.png__19acf404__010_6_9.png,42.9127992771
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Training__Digital_Persona__Live__010_6_6.png__5e26e390__010_6_6.png,77.9757077103
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Training__Digital_Persona__Live__010_6_7.png__52e3a950__010_6_7.png,78.9004092394
genuine,Training__Digital_Persona__Live__010_6_0.png__65c2053b__010_6_0.png,Training__Digital_Persona__Live__010_6_8.png__7978fc22__010_6_8.png,70.8511916231
