kind,probe,target,score
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Testing__Digital_Persona__Live__003_2_0.png__8e8b82bd__003_2_0.png,245.2781444519
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Testing__Digital_Persona__Live__003_2_1.png__5078545b__003_2_1.png,5.1561440415
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Testing__Digital_Persona__Live__003_2_2.png__95561f74__003_2_2.png,17.1988903275
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Testing__Digital_Persona__Live__003_2_3.png__6fb5ff18__003_2_3.png,21.7106058358
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Testing__Digital_Persona__Live__003_2_4.png__d861f40a__003_2_4.png,22.1973200924
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Testing__Digital_Persona__Live__003_2_5.png__b7717b2a__003_2_5.png,21.2976417045
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Testing__Digital_Persona__Live__003_2_6.png__15aa2793__003_2_6.png,2.0132477315
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Testing__Digital_Persona__Live__003_2_7.png__0d4a067d__003_2_7.png,41.0467612854
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Testing__Digital_Persona__Live__003_2_8.png__9fb3bb78__003_2_8.png,11.8440025343
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Testing__Digital_Persona__Live__003_2_9.png__3b8c50a7__003_2_9.png,13.1840125672
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Training__Digital_Persona__Live__003_2_6.png__e05468c6__003_2_6.png,2.0132477315
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Training__Digital_Persona__Live__003_2_7.png__deff46c6__003_2_7.png,41.0467612854
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Training__Digital_Persona__Live__003_2_8.png__c975333b__003_2_8.png,11.8440025343
genuine,Training__Digital_Persona__Live__003_2_0.png__74930928__003_2_0.png,Training__Digital_Persona__Live__003_2_9.png__eabc3271__003_2_9.png,13.1840125672
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Testing__Digital_Persona__Live__003_2_0.png__8e8b82bd__003_2_0.png,5.1561440415
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Testing__Digital_Persona__Live__003_2_1.png__5078545b__003_2_1.png,338.5457296586
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Testing__Digital_Persona__Live__003_2_2.png__95561f74__003_2_2.png,58.3474590223
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Testing__Digital_Persona__Live__003_2_3.png__6fb5ff18__003_2_3.png,23.8176933533
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Testing__Digital_Persona__Live__003_2_4.png__d861f40a__003_2_4.png,30.3797432678
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Testing__Digital_Persona__Live__003_2_5.png__b7717b2a__003_2_5.png,45.9786120413
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Testing__Digital_Persona__Live__003_2_6.png__15aa2793__003_2_6.png,19.5013565566
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Testing__Digital_Persona__Live__003_2_7.png__0d4a067d__003_2_7.png,13.2842440065
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Testing__Digital_Persona__Live__003_2_8.png__9fb3bb78__003_2_8.png,8.5347062557
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Testing__Digital_Persona__Live__003_2_9.png__3b8c50a7__003_2_9.png,33.2400045735
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Training__Digital_Persona__Live__003_2_6.png__e05468c6__003_2_6.png,19.5013565566
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Training__Digital_Persona__Live__003_2_7.png__deff46c6__003_2_7.png,13.2842440065
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Training__Digital_Persona__Live__003_2_8.png__c975333b__003_2_8.png,8.5347062557
genuine,Training__Digital_Persona__Live__003_2_1.png__a4efe64d__003_2_1.png,Training__Digital_Persona__Live__003_2_9.png__eabc3271__003_2_9.png,33.2400045735
genuine,Training__Digital_Persona__Live__003_2_2.png__117836e2__003_2_2.png,Testing__Digital_Persona__Live__003_2_0.png__8e8b82bd__003_2_0.png,16.0939468004
