kind,probe,target,score
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Testing__Digital_Persona__Live__019_0_0.png__3a41bd23__019_0_0.png,280.2534889044
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Testing__Digital_Persona__Live__019_0_1.png__fe5101f4__019_0_1.png,0.3290047073
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Testing__Digital_Persona__Live__019_0_2.png__e11e5795__019_0_2.png,0.0033768140
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Testing__Digital_Persona__Live__019_0_3.png__260bea7e__019_0_3.png,0.1621200725
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Testing__Digital_Persona__Live__019_0_4.png__c3efff3b__019_0_4.png,0.0000000000
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Testing__Digital_Persona__Live__019_0_5.png__4e4fc8b6__019_0_5.png,1.9982360000
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Testing__Digital_Persona__Live__019_0_6.png__a135cfaa__019_0_6.png,2.8680629863
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Testing__Digital_Persona__Live__019_0_7.png__1969a846__019_0_7.png,1.7239417108
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Testing__Digital_Persona__Live__019_0_8.png__da23815b__019_0_8.png,0.0000000000
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Testing__Digital_Persona__Live__019_0_9.png__77d526b4__019_0_9.png,1.6443945427
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Training__Digital_Persona__Live__019_0_6.png__b0586083__019_0_6.png,2.8680629863
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Training__Digital_Persona__Live__019_0_7.png__709491b4__019_0_7.png,1.7239417108
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Training__Digital_Persona__Live__019_0_8.png__a0d797c2__019_0_8.png,0.0000000000
genuine,Training__Digital_Persona__Live__019_0_0.png__1c6d99c5__019_0_0.png,Training__Digital_Persona__Live__019_0_9.png__10959726__019_0_9.png,1.6443945427
genuine,Training__Digital_Persona__Live__019_0_1.png__97043d35__019_0_1.png,Testing__Digital_Persona__Live__019_0_0.png__3a41bd23__019_0_0.png,0.3290047073
genuine,Training__Digital_Persona__Live__019_0_1.png__97043d35__019_0_1.png,Testing__Digital_Persona__Live__019_0_1.png__fe5101f4__019_0_1.png,210.3027999994
genuine,Training__Digital_Persona__Live__019_0_1.png__97043d35__019_0_1.png,Testing__Digital_Persona__Live__019_0_2.png__e11e5795__019_0_2.png,34.0371842692
genuine,Training__Digital_Persona__Live__019_0_1.png__97043d35__019_0_1.png,Testing__Digital_Persona__Live__019_0_3.png__260bea7e__019_0_3.png,68.8137041426
genuine,Training__Digital_Persona__Live__019_0_1.png__97043d35__019_0_1.png,Testing__Digital_Persona__Live__019_0_4.png__c3efff3b__019_0_4.png,78.2746285095
genuine,Training__Digital_Persona__Live__019_0_1.png__97043d35__019_0_1.png,Testing__Digital_Persona__Live__019_0_5.png__4e4fc8b6__019_0_5.png,77.0282829745
genuine,Training__Digital_Persona__Live__019_0_1.png__97043d35__019_0_1.png,Testing__Digital_Persona__Live__019_0_6.png__a135cfaa__019_0_6.png,56.8690929329
