kind,probe,target,score
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Live__003_6_0.png__12f78fd9__003_6_0.png,315.2288333569
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Live__003_6_1.png__582679be__003_6_1.png,62.8185333104
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Live__003_6_2.png__ac7a18be__003_6_2.png,69.9403303164
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Live__003_6_3.png__039c2e05__003_6_3.png,72.8136074418
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Live__003_6_4.png__43eae618__003_6_4.png,33.2969815395
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Live__003_6_5.png__7a87496c__003_6_5.png,54.3299191597
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Live__003_6_6.png__04a65c56__003_6_6.png,21.6411354329
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Live__003_6_7.png__adfc8461__003_6_7.png,33.4149587971
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Live__003_6_8.png__c3e6f258__003_6_8.png,59.7836086353
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Live__003_6_9.png__cf5f19e7__003_6_9.png,25.3706611437
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Training__Digital_Persona__Live__003_6_6.png__45454a30__003_6_6.png,21.6411354329
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Training__Digital_Persona__Live__003_6_7.png__99f37bcb__003_6_7.png,33.4149587971
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Training__Digital_Persona__Live__003_6_8.png__a26d9ec7__003_6_8.png,59.7836086353
genuine,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Training__Digital_Persona__Live__003_6_9.png__b9a23ccd__003_6_9.png,25.3706611437
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Testing__Digital_Persona__Live__003_6_0.png__12f78fd9__003_6_0.png,62.8064506726
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Testing__Digital_Persona__Live__003_6_1.png__582679be__003_6_1.png,268.5950407536
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Testing__Digital_Persona__Live__003_6_2.png__ac7a18be__003_6_2.png,77.4461925488
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Testing__Digital_Persona__Live__003_6_3.png__039c2e05__003_6_3.png,92.9571374410
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Testing__Digital_Persona__Live__003_6_4.png__43eae618__003_6_4.png,68.6198517370
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Testing__Digital_Persona__Live__003_6_5.png__7a87496c__003_6_5.png,48.4518240159
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Testing__Digital_Persona__Live__003_6_6.png__04a65c56__003_6_6.png,34.6232105328
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Testing__Digital_Persona__Live__003_6_7.png__adfc8461__003_6_7.png,74.8154591568
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Testing__Digital_Persona__Live__003_6_8.png__c3e6f258__003_6_8.png,51.8786812020
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Testing__Digital_Persona__Live__003_6_9.png__cf5f19e7__003_6_9.png,79.0592491927
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Training__Digital_Persona__Live__003_6_6.png__45454a30__003_6_6.png,34.6232105328
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Training__Digital_Persona__Live__003_6_7.png__99f37bcb__003_6_7.png,74.8154591568
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Training__Digital_Persona__Live__003_6_8.png__a26d9ec7__003_6_8.png,51.8786812020
genuine,Training__Digital_Persona__Live__003_6_1.png__83a55a6e__003_6_1.png,Training__Digital_Persona__Live__003_6_9.png__b9a23ccd__003_6_9.png,79.0592491927
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Testing__Digital_Persona__Live__003_6_0.png__12f78fd9__003_6_0.png,75.9026280389
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Testing__Digital_Persona__Live__003_6_1.png__582679be__003_6_1.png,79.7216699837
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Testing__Digital_Persona__Live__003_6_2.png__ac7a18be__003_6_2.png,291.9119366935
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Testing__Digital_Persona__Live__003_6_3.png__039c2e05__003_6_3.png,76.2988412652
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Testing__Digital_Persona__Live__003_6_4.png__43eae618__003_6_4.png,64.1597224046
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Testing__Digital_Persona__Live__003_6_5.png__7a87496c__003_6_5.png,16.9983898603
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Testing__Digital_Persona__Live__003_6_6.png__04a65c56__003_6_6.png,7.3271111216
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Testing__Digital_Persona__Live__003_6_7.png__adfc8461__003_6_7.png,62.9201240643
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Testing__Digital_Persona__Live__003_6_8.png__c3e6f258__003_6_8.png,67.3731454641
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Testing__Digital_Persona__Live__003_6_9.png__cf5f19e7__003_6_9.png,56.6667749588
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Training__Digital_Persona__Live__003_6_6.png__45454a30__003_6_6.png,7.3271111216
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Training__Digital_Persona__Live__003_6_7.png__99f37bcb__003_6_7.png,62.9201240643
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Training__Digital_Persona__Live__003_6_8.png__a26d9ec7__003_6_8.png,67.3731454641
genuine,Training__Digital_Persona__Live__003_6_2.png__202b8b24__003_6_2.png,Training__Digital_Persona__Live__003_6_9.png__b9a23ccd__003_6_9.png,56.6667749588
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Testing__Digital_Persona__Live__003_6_0.png__12f78fd9__003_6_0.png,66.5727241891
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Testing__Digital_Persona__Live__003_6_1.png__582679be__003_6_1.png,79.7169541338
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Testing__Digital_Persona__Live__003_6_2.png__ac7a18be__003_6_2.png,75.0876851860
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Testing__Digital_Persona__Live__003_6_3.png__039c2e05__003_6_3.png,268.5950407536
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Testing__Digital_Persona__Live__003_6_4.png__43eae618__003_6_4.png,39.9999764699
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Testing__Digital_Persona__Live__003_6_5.png__7a87496c__003_6_5.png,26.2963670390
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Testing__Digital_Persona__Live__003_6_6.png__04a65c56__003_6_6.png,24.0729880365
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Testing__Digital_Persona__Live__003_6_7.png__adfc8461__003_6_7.png,67.7118796146
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Testing__Digital_Persona__Live__003_6_8.png__c3e6f258__003_6_8.png,84.3834257882
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Testing__Digital_Persona__Live__003_6_9.png__cf5f19e7__003_6_9.png,37.1927753057
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Training__Digital_Persona__Live__003_6_6.png__45454a30__003_6_6.png,24.0729880365
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Training__Digital_Persona__Live__003_6_7.png__99f37bcb__003_6_7.png,67.7118796146
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Training__Digital_Persona__Live__003_6_8.png__a26d9ec7__003_6_8.png,84.3834257882
genuine,Training__Digital_Persona__Live__003_6_3.png__2cc4644e__003_6_3.png,Training__Digital_Persona__Live__003_6_9.png__b9a23ccd__003_6_9.png,37.1927753057
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Testing__Digital_Persona__Live__003_6_0.png__12f78fd9__003_6_0.png,33.4628432119
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Testing__Digital_Persona__Live__003_6_1.png__582679be__003_6_1.png,68.5976216081
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Testing__Digital_Persona__Live__003_6_2.png__ac7a18be__003_6_2.png,64.1165465681
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Testing__Digital_Persona__Live__003_6_3.png__039c2e05__003_6_3.png,42.5221396405
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Testing__Digital_Persona__Live__003_6_4.png__43eae618__003_6_4.png,280.2534889044
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Testing__Digital_Persona__Live__003_6_5.png__7a87496c__003_6_5.png,101.1040040841
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Testing__Digital_Persona__Live__003_6_6.png__04a65c56__003_6_6.png,30.6290885846
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Testing__Digital_Persona__Live__003_6_7.png__adfc8461__003_6_7.png,94.1444351173
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Testing__Digital_Persona__Live__003_6_8.png__c3e6f258__003_6_8.png,61.6667511194
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Testing__Digital_Persona__Live__003_6_9.png__cf5f19e7__003_6_9.png,93.6519732866
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Training__Digital_Persona__Live__003_6_6.png__45454a30__003_6_6.png,30.6290885846
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Training__Digital_Persona__Live__003_6_7.png__99f37bcb__003_6_7.png,94.1444351173
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Training__Digital_Persona__Live__003_6_8.png__a26d9ec7__003_6_8.png,61.6667511194
genuine,Training__Digital_Persona__Live__003_6_4.png__2d958387__003_6_4.png,Training__Digital_Persona__Live__003_6_9.png__b9a23ccd__003_6_9.png,93.6519732866
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Testing__Digital_Persona__Live__003_6_0.png__12f78fd9__003_6_0.png,59.2062943504
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Testing__Digital_Persona__Live__003_6_1.png__582679be__003_6_1.png,48.4518240159
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Testing__Digital_Persona__Live__003_6_2.png__ac7a18be__003_6_2.png,18.6931490287
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Testing__Digital_Persona__Live__003_6_3.png__039c2e05__003_6_3.png,26.2963674378
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Testing__Digital_Persona__Live__003_6_4.png__43eae618__003_6_4.png,97.4175821125
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Testing__Digital_Persona__Live__003_6_5.png__7a87496c__003_6_5.png,291.9119366935
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Testing__Digital_Persona__Live__003_6_6.png__04a65c56__003_6_6.png,14.1430648197
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Testing__Digital_Persona__Live__003_6_7.png__adfc8461__003_6_7.png,57.2510448495
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Testing__Digital_Persona__Live__003_6_8.png__c3e6f258__003_6_8.png,51.2941928675
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Testing__Digital_Persona__Live__003_6_9.png__cf5f19e7__003_6_9.png,30.6613365376
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Training__Digital_Persona__Live__003_6_6.png__45454a30__003_6_6.png,14.1430648197
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Training__Digital_Persona__Live__003_6_7.png__99f37bcb__003_6_7.png,57.2510448495
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Training__Digital_Persona__Live__003_6_8.png__a26d9ec7__003_6_8.png,51.2941928675
genuine,Training__Digital_Persona__Live__003_6_5.png__7ff647b5__003_6_5.png,Training__Digital_Persona__Live__003_6_9.png__b9a23ccd__003_6_9.png,30.6613365376
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Fake__Ecoflex__003_6_0.png__49b526dd__003_6_0.png,22.2339244760
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Fake__Ecoflex__003_6_4.png__1212e2a2__003_6_4.png,10.4542359522
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Fake__Ecoflex__003_6_9.png__44a27ea9__003_6_9.png,36.1823982275
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Fake__Gelatine__003_6_0.png__2bcb4140__003_6_0.png,0.0000000000
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Fake__Gelatine__003_6_4.png__caf3f7b2__003_6_4.png,13.5816860417
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Fake__Gelatine__003_6_9.png__f1f86eee__003_6_9.png,7.6155006608
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Fake__Latex__003_6_0.png__822dc4bc__003_6_0.png,0.8488843544
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Fake__Latex__003_6_4.png__6be7b89b__003_6_4.png,2.6145611587
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Fake__Latex__003_6_9.png__b4f55d57__003_6_9.png,0.0486457980
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Fake__Woodglue__003_6_0.png__41af8d04__003_6_0.png,2.1835498176
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Fake__Woodglue__003_6_4.png__47220321__003_6_4.png,2.0804874254
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Testing__Digital_Persona__Fake__Woodglue__003_6_9.png__57ebafe3__003_6_9.png,1.7731704042
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Training__Digital_Persona__Fake__Ecoflex__003_6_0.png__a94c083d__003_6_0.png,22.2339244760
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Training__Digital_Persona__Fake__Ecoflex__003_6_4.png__837e5917__003_6_4.png,10.4542359522
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Training__Digital_Persona__Fake__Ecoflex__003_6_9.png__76822795__003_6_9.png,36.1823982275
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Training__Digital_Persona__Fake__Gelatine__003_6_0.png__8d351a27__003_6_0.png,0.0000000000
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Training__Digital_Persona__Fake__Gelatine__003_6_4.png__91987745__003_6_4.png,13.5816860417
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Training__Digital_Persona__Fake__Gelatine__003_6_9.png__780f1738__003_6_9.png,7.6155006608
impostor,Training__Digital_Persona__Live__003_6_0.png__fd90bc3e__003_6_0.png,Training__Digital_Persona__Fake__Latex__003_6_0.png__604da8ac__003_6_0.png,0.8488843544
